Front,Back,Extra,Tags
"Your organization requires that sensitive repositories be accessible only from corporate networks, with VPN or approved IP ranges, while public repositories remain accessible globally.<br><br>A) IP allow lists on GitHub Enterprise with repository visibility controls<br>B) Firewall rules blocking GitHub entirely<br>C) GitHub Enterprise Server on-premises only","A) IP allow lists on GitHub Enterprise with repository visibility controls","IP allow lists restrict access to private repositories by IP range, public repos remain accessible. Blocking GitHub entirely defeats collaboration. On-premises GHES limits external collaboration unnecessarily. IP allow lists provide granular network-based access control for sensitive repositories.","GH-300 Security NetworkSecurity"
"A GitHub Actions workflow must deploy infrastructure using Terraform with state locking, environment-specific variables, and approval gates for production changes.<br><br>A) GitHub Actions with Terraform, environment variables, remote state in Azure/AWS, and required reviewers<br>B) Local Terraform execution with manual deployment<br>C) GitHub Actions with Terraform local state files","A) GitHub Actions with Terraform, environment variables, remote state in Azure/AWS, and required reviewers","GitHub Environments provide environment variables, required reviewers for approvals, remote state ensures locking and team collaboration. Local execution doesn't provide audit trail. Local state files cause conflicts in team environments. Environment secrets + remote state + reviewers = secure IaC pipeline.","GH-300 CICD InfrastructureAsCode"
"Your company needs to measure developer productivity metrics: PR cycle time, review time, deployment frequency, and change failure rate across all repositories.<br><br>A) GitHub Insights API with custom analytics dashboard<br>B) Manual tracking in spreadsheets<br>C) Third-party analytics tool without GitHub integration","A) GitHub Insights API with custom analytics dashboard","GitHub Insights API provides DORA metrics, PR analytics, and contributor stats for custom dashboards. Manual tracking doesn't scale and lacks real-time data. Third-party tools without integration miss GitHub-specific context. Insights API + visualization tools deliver data-driven productivity measurement.","GH-300 Analytics Metrics"
"A microservices architecture requires each service to use its own GitHub Actions reusable workflow for standardized build/test/deploy, with service-specific configuration parameters.<br><br>A) Create reusable workflows in central repository, call with inputs from service repositories<br>B) Copy-paste workflow YAML to each repository<br>C) Use organization-level required workflows only","A) Create reusable workflows in central repository, call with inputs from service repositories","Reusable workflows centralize CI/CD logic, accept inputs for customization, enable version control of pipeline definitions. Copy-paste creates maintenance nightmares. Required workflows can't be parameterized per-service. Reusable workflows provide DRY principle for CI/CD at scale.","GH-300 CICD WorkflowManagement"
"Your organization must prevent force-pushes, branch deletions, and history rewrites on protected branches while allowing repository administrators to override in emergency situations.<br><br>A) Branch protection rules with force push/deletion restrictions and admin bypass option<br>B) Repository read-only mode<br>C) Remove write permissions from all users","A) Branch protection rules with force push/deletion restrictions and admin bypass option","Branch protection prevents force-push/deletion while allowing admin override for emergencies. Read-only mode is too restrictive. Removing write permissions prevents normal development. Branch protection with admin bypass balances safety with operational flexibility.","GH-300 Governance BranchProtection"
"A GitHub Enterprise Server backup strategy must provide point-in-time recovery within 4 hours, retain backups for 90 days, and include all repositories, wikis, user data, and configuration.<br><br>A) GitHub Enterprise Server Backup Utilities with automated scheduling and offsite storage<br>B) Git clone of all repositories only<br>C) Virtual machine snapshots","A) GitHub Enterprise Server Backup Utilities with automated scheduling and offsite storage","Backup Utilities capture complete appliance state: repos, wikis, users, configuration, with incremental backups and restoration procedures. Git clones miss wikis, users, and config. VM snapshots are large and slower to restore. Backup Utilities are purpose-built for GHES backup/recovery.","GH-300 Administration BackupRecovery"
"Your company needs to gradually roll out a new feature by deploying to 10% of users, then 50%, then 100% based on success metrics, with automatic rollback on error rate threshold.<br><br>A) GitHub Actions with environment deployments, progressive delivery, and custom health checks<br>B) Manual deployment with monitoring<br>C) Feature flags in application code only","A) GitHub Actions with environment deployments, progressive delivery, and custom health checks","GitHub Environments can orchestrate progressive deployments with approval gates between stages, Actions can query health metrics and conditionally proceed or rollback. Manual deployment doesn't scale. Feature flags alone don't control deployment progression. Environment-based progressive delivery provides controlled rollout automation.","GH-300 CICD DeploymentStrategy"
"A security policy requires that all GitHub Actions workflows use only verified actions from GitHub Marketplace, with automatic blocking of unverified third-party actions.<br><br>A) Organization-level action usage policy restricting to verified creators<br>B) Manual code review of all workflows<br>C) Disable GitHub Actions entirely","A) Organization-level action usage policy restricting to verified creators","Action usage policies enforce allowed actions at organization level, blocking unverified actions automatically. Manual review doesn't scale. Disabling Actions removes CI/CD capability. Usage policies provide scalable governance over action supply chain security.","GH-300 Security SupplyChain"
"A GitHub Actions workflow must build a container image, scan for vulnerabilities, sign the image, and push to Azure Container Registry only if no critical vulnerabilities exist.<br><br>A) GitHub Actions with Docker build, Trivy/Anchore scan, Cosign signing, conditional push<br>B) Build and push without scanning<br>C) Manual image scanning after deployment","A) GitHub Actions with Docker build, Trivy/Anchore scan, Cosign signing, conditional push","Container scanning actions identify vulnerabilities pre-push, cosign provides image signing for supply chain security, conditional steps prevent vulnerable image deployment. No scanning creates security risks. Post-deployment scanning is reactive. Pre-push scanning + signing = secure container pipeline.","GH-300 CICD ContainerSecurity"
"Your organization requires Git LFS for large binary assets with 100TB total storage, fine-grained access control per repository, and monthly storage usage reporting.<br><br>A) GitHub Enterprise with Git LFS enabled and storage monitoring via API<br>B) Git LFS with external storage backend only<br>C) Store large files directly in Git repositories","A) GitHub Enterprise with Git LFS enabled and storage monitoring via API","GitHub Enterprise supports Git LFS with included storage, repository-level permissions apply naturally, API provides storage metrics for reporting. External storage complicates permissions. Large files in Git repositories degrade performance severely. Native LFS integration provides managed large file storage.","GH-300 DataManagement LargeFiles"
"A compliance requirement mandates all code review comments and decisions be retained for 7 years, with immutable storage preventing deletion or modification.<br><br>A) GitHub Enterprise with audit log archival to immutable storage and PR export<br>B) Screenshots of PR conversations<br>C) No retention policy","A) GitHub Enterprise with audit log archival to immutable storage and PR export","Audit logs capture all PR activities, export to immutable storage (S3 Object Lock, Azure Blob immutability) ensures compliance. Screenshots aren't scalable or verifiable. No retention violates compliance. Structured log archival + immutable storage meets regulatory requirements.","GH-300 Compliance DataRetention"
"Your team needs to test GitHub Actions workflows locally before committing to see if they execute correctly in the GitHub-hosted runner environment.<br><br>A) act tool for local GitHub Actions execution<br>B) Commit and push to test branch repeatedly<br>C) Run bash scripts manually","A) act tool for local GitHub Actions execution","act runs GitHub Actions workflows locally in containers matching GitHub-hosted runners, enabling rapid iteration without commits. Repeated commits pollute history. Bash scripts don't match Actions environment. act provides local Actions development workflow for faster iteration.","GH-300 CICD Development"
"A GitHub organization has 500 repositories. New security policies require enabling Dependabot, secret scanning, and code scanning on all existing and future repositories.<br><br>A) Organization-level security settings with automatic enablement for new repositories<br>B) Manually enable on each repository<br>C) GitHub Actions workflow to enable via API","A) Organization-level security settings with automatic enablement for new repositories","Organization security settings enable features across all repos at once and automatically enable for new repos. Manual enablement doesn't scale (500 repos). API scripts work but are custom maintenance. Org-level settings provide centralized security feature management at scale.","GH-300 Security PolicyManagement"
"Your CI/CD pipeline must deploy to Kubernetes with blue-green deployments, automatic smoke tests on green environment, and traffic shift only after tests pass.<br><br>A) GitHub Actions with kubectl, separate blue/green deployments, test job, conditional traffic shift<br>B) Manual kubectl apply commands<br>C) GitHub Actions with direct production deployment only","A) GitHub Actions with kubectl, separate blue/green deployments, test job, conditional traffic shift","Blue-green deployment pattern in Actions: deploy green environment, run smoke tests, conditionally update service to point to green. Manual deployment lacks automation and consistency. Direct production deployment lacks safety. Automated blue-green provides zero-downtime deployments with validation gates.","GH-300 CICD Kubernetes"
"A GitHub Enterprise environment must integrate with on-premises Jenkins for existing CI/CD pipelines during a gradual migration to GitHub Actions.<br><br>A) GitHub webhooks triggering Jenkins pipelines with GitHub checks API for status reporting<br>B) Maintain completely separate systems<br>C) Migrate all pipelines simultaneously","A) GitHub webhooks triggering Jenkins pipelines with GitHub checks API for status reporting","Webhooks from GitHub trigger Jenkins jobs, Jenkins reports status back via GitHub Checks API showing results in PRs. Separate systems lack integration. Simultaneous migration is high-risk. Webhook + Checks API provides hybrid integration during gradual migration.","GH-300 Integration CICD"
"Your organization needs to enforce that all Terraform code uses approved module versions from a private registry, with automatic validation in pull requests.<br><br>A) GitHub Actions with Terraform validation and module version checks using conftest or OPA<br>B) Manual code review only<br>C) No version enforcement","A) GitHub Actions with Terraform validation and module version checks using conftest or OPA","Policy-as-code tools (conftest/OPA) validate Terraform module versions against approved list, automated in PR checks. Manual review doesn't scale and is error-prone. No enforcement leads to drift. Automated policy validation enforces infrastructure standards at code review time.","GH-300 CICD PolicyAsCode"
"A monorepo CI/CD pipeline builds 30 services. To optimize costs and build time, workflows should cache dependencies per service and reuse across builds.<br><br>A) GitHub Actions cache with key based on service-specific dependency file hashes<br>B) No caching, fresh install every build<br>C) Single organization-wide cache key","A) GitHub Actions cache with key based on service-specific dependency file hashes","Service-specific cache keys (e.g., hash of package.json per service) enable targeted cache hits and invalidation. No caching wastes time and resources. Single cache key causes excessive cache misses. Per-service caching with hash-based keys optimizes build performance in monorepos.","GH-300 CICD Performance"
"Your company must track and report on all open source license compliance across 200 repositories, flagging GPL and AGPL licenses that conflict with corporate policy.<br><br>A) GitHub dependency graph with license information and policy enforcement actions<br>B) Manual license audits quarterly<br>C) No license tracking","A) GitHub dependency graph with license information and policy enforcement actions","Dependency graph includes license metadata, Actions can query and flag non-compliant licenses in PRs. Manual audits are point-in-time and don't prevent violations. No tracking creates legal risk. Automated dependency license scanning provides continuous compliance monitoring.","GH-300 Compliance OpenSource"
"A GitHub Actions workflow processes secrets and must ensure that secret values never appear in logs, even when debugging or in third-party actions.<br><br>A) Use GitHub Actions automatic secret masking and avoid echo/print of secrets<br>B) Disable logging entirely<br>C) Trust all third-party actions with secrets","A) Use GitHub Actions automatic secret masking and avoid echo/print of secrets","GitHub automatically masks registered secrets in logs. Best practice: never echo secrets, audit third-party actions before use, use OIDC when possible to avoid static secrets. Disabling logs hinders troubleshooting. Blindly trusting actions risks secret exposure. Secret masking + careful secret handling + action auditing = secure secret management.","GH-300 Security SecretsManagement"
"Your organization needs GitHub Enterprise High Availability with near-zero data loss tolerance, active monitoring of replication lag, and automated health checks.<br><br>A) GitHub Enterprise HA replica with monitoring of replication status via HAProxy and collectd<br>B) Regular backup snapshots only<br>C) Multiple standalone instances behind load balancer","A) GitHub Enterprise HA replica with monitoring of replication status via HAProxy and collectd","GHES HA provides active-passive replication with minimal RPO, HAProxy monitors health, collectd exposes metrics for monitoring. Backups alone don't provide near-zero data loss for failover. Load-balanced standalone instances don't replicate data. HA replica is the zero-RPO disaster recovery architecture.","GH-300 Administration HighAvailability"
"A compliance audit requires證明all production deployments passed required security scans, were approved by authorized personnel, and are traceable to code changes.<br><br>A) GitHub deployment logs with environment protection rules, required reviewers, and status checks<br>B) Email approval trails<br>C) Spreadsheet deployment log","A) GitHub deployment logs with environment protection rules, required reviewers, and status checks","GitHub Environments capture deployment history, required reviewers provide approval trail, status checks show security scan results, all linked to commits/PRs. Email trails aren't structured or tamper-proof. Spreadsheets are manual and unreliable. Environment deployment history provides auditable deployment chain of custody.","GH-300 Compliance Auditing"
"Your team develops a GitHub Action used across 50 repositories. Updates to the action must not break existing workflows, requiring semantic versioning and compatibility testing.<br><br>A) GitHub Action with semantic version tags, test workflows, and major version branches<br>B) Single latest tag updated continuously<br>C) No versioning strategy","A) GitHub Action with semantic version tags, test workflows, and major version branches","Semantic versioning (v1.0.0) with major version branches (v1) allows users to pin to major version while receiving minor/patch updates, or pin to specific version for stability. Continuous latest tag breaks workflows. No versioning prevents compatibility management. SemVer + version branches = stable action distribution.","GH-300 CICD ActionDevelopment"
"A GitHub Enterprise Server deployment must support custom SSL certificates from internal CA, with automated certificate renewal and no service interruption.<br><br>A) GitHub Enterprise Server with custom SSL/TLS certificate and renewal via API or config change<br>B) Self-signed certificates only<br>C) Let's Encrypt certificates for internal domain","A) GitHub Enterprise Server with custom SSL/TLS certificate and renewal via API or config change","GHES supports custom SSL/TLS certificates from enterprise CA, can be updated via management console or API without restart. Self-signed causes trust warnings. Let's Encrypt requires public domain validation (may not work for internal domains). Custom CA certificates integrate with enterprise PKI.","GH-300 Administration Security"
"Your organization needs to provide developers with ephemeral development environments created automatically for each PR, with the environment destroyed after PR closure.<br><br>A) GitHub Actions with IaC tools (Terraform/Pulumi) creating cloud resources per PR, cleanup on close<br>B) Shared development environment for all developers<br>C) Manual environment provisioning","A) GitHub Actions with IaC tools (Terraform/Pulumi) creating cloud resources per PR, cleanup on close","PR-triggered Actions deploy ephemeral environments using IaC, PR close event triggers cleanup. Shared environments cause conflicts. Manual provisioning doesn't scale. Automated ephemeral environments provide isolated testing without resource waste.","GH-300 CICD DevelopmentEnvironments"
"A security team needs visibility into all GitHub organization members who have admin access across repositories, with weekly reports identifying excessive permissions.<br><br>A) GitHub GraphQL API querying organization and repository permissions with scheduled reporting<br>B) Manual audit of repository settings<br>C) No permission tracking","A) GitHub GraphQL API querying organization and repository permissions with scheduled reporting","GraphQL API provides programmatic access to org/repo permissions, enabling automated reports identifying privilege creep. Manual audits don't scale and are point-in-time. No tracking leads to privilege accumulation. Automated permission reporting enables least-privilege enforcement.","GH-300 Security AccessManagement"
"Your CI/CD pipeline must run integration tests requiring a live database, with database cleaned and reset between test runs, minimizing test execution time.<br><br>A) GitHub Actions with service containers (PostgreSQL/MySQL) started per workflow run<br>B) Shared permanent test database<br>C) Mock database only","A) GitHub Actions with service containers (PostgreSQL/MySQL) started per workflow run","Service containers provide isolated, clean database instances per workflow run, ensuring test independence and parallelization. Shared database causes test interference. Mocks don't catch integration issues. Service containers = fast, isolated, realistic integration tests.","GH-300 CICD Testing"
"A GitHub organization has 50 teams with varying repository access needs. Administration must be delegated to team leads while preventing privilege escalation and maintaining audit capability.<br><br>A) GitHub team maintainer role with organization-level permission constraints and audit logging<br>B) All team leads have organization owner role<br>C) Central IT manages all permissions","A) GitHub team maintainer role with organization-level permission constraints and audit logging","Team maintainer role allows team management without org-level permissions, org settings constrain max permissions, audit logs track all changes. Owner role overprivileges team leads. Centralized management doesn't scale. Team maintainer role + org constraints = delegated administration with governance.","GH-300 Governance TeamManagement"
"A GitHub Actions workflow must deploy to AWS without storing long-lived access keys, using temporary credentials with least-privilege permissions scoped to the deployment role.<br><br>A) GitHub OIDC provider with AWS IAM role assumption (Web Identity Federation)<br>B) AWS access keys stored in GitHub secrets<br>C) Shared IAM user for all workflows","A) GitHub OIDC provider with AWS IAM role assumption (Web Identity Federation)","GitHub OIDC provides temporary credentials via IAM role assumption, no stored secrets, fine-grained permissions per workflow. Access keys are static secrets (security risk). Shared IAM user lacks isolation. OIDC federation eliminates static credentials and enables dynamic, scoped access.","GH-300 Security CloudIntegration"
"Your company requires that critical security alerts from CodeQL and Dependabot be automatically forwarded to Slack and create Jira tickets within 5 minutes of detection.<br><br>A) GitHub webhooks for security alerts with automation forwarding to Slack and Jira APIs<br>B) Manual monitoring of GitHub security tab<br>C) Daily email summary only","A) GitHub webhooks for security alerts with automation forwarding to Slack and Jira APIs","Repository webhooks emit events for security alerts, automation (Actions or external) forwards to Slack and creates Jira tickets immediately. Manual monitoring has delay and human error. Daily summaries don't meet 5-minute SLA. Real-time webhook-based integration provides immediate security alerting.","GH-300 Security Automation"
"A GitHub Actions self-hosted runner must execute jobs for multiple repositories while preventing environment contamination between jobs and ensuring consistent build environments.<br><br>A) Ephemeral self-hosted runners provisioned per job and destroyed after completion<br>B) Persistent self-hosted runner with manual cleanup<br>C) GitHub-hosted runners only","A) Ephemeral self-hosted runners provisioned per job and destroyed after completion","Ephemeral runners (created via Actions or infrastructure automation) provide clean environment per job, preventing contamination and secrets leakage. Persistent runners accumulate state. GitHub-hosted runners may not meet custom infrastructure requirements. Ephemeral runners = isolation with custom infrastructure.","GH-300 CICD Security"
"Your organization needs to migrate 2000 repositories from GitHub Enterprise Server to GitHub Enterprise Cloud with minimal downtime and preservation of all metadata including issues, PRs, releases, and wikis.<br><br>A) GitHub Enterprise Importer (gei) with staged migration approach<br>B) Git push mirror to new organization<br>C) Archive download and manual recreation","A) GitHub Enterprise Importer (gei) with staged migration approach","GEI preserves full repository metadata (issues, PRs, milestones, releases, wikis), supports staged migration for testing, minimizes downtime. Git push loses all metadata. Manual recreation is error-prone. GEI is purpose-built for high-fidelity GHES to Cloud migrations.","GH-300 Migration CloudMigration"
"A development team needs fine-grained personal access tokens with repository-specific permissions and 90-day expiration for API automation scripts.<br><br>A) Fine-grained personal access tokens with repository access and expiration configured<br>B) Classic personal access tokens with full org scope<br>C) OAuth app with broad permissions","A) Fine-grained personal access tokens with repository access and expiration configured","Fine-grained PATs provide repository-level scoping, specific permission selection, and mandatory expiration. Classic PATs have broad scope. OAuth apps require user interaction. Fine-grained PATs enable least-privilege API access with lifecycle management.","GH-300 Security Authentication"
