Front,Back,Extra,Tags
"An application stores 2 million small files (average 50KB each) that require single-digit millisecond read latency and support for 10,000 IOPS. The solution must be cost-effective.<br><br>A) Azure Blob Storage with Premium performance tier<br>B) Azure Files Premium with large file share<br>C) Azure Managed Disk Ultra SSD attached to VM","A) Azure Blob Storage with Premium performance tier","Premium Blob Storage provides low latency and high IOPS for object storage workloads. Premium Files is more expensive than needed (for SMB scenarios). Ultra SSD requires VM attachment and doesn't support direct application access. Premium Blob balances performance and cost for cloud-native applications with many small objects.","AZ-104 Storage Performance"
"You need to provide a third-party application temporary access to upload files to a specific container in your storage account for 7 days without exposing storage account keys.<br><br>A) Generate Shared Access Signature (SAS) token with 7-day expiration and container scope<br>B) Create service principal and assign Storage Blob Data Contributor role<br>C) Share storage account access key with expiration date","A) Generate Shared Access Signature (SAS) token with 7-day expiration and container scope","SAS tokens provide time-limited, granular access without sharing keys. Can be scoped to specific container and operations (write only). Service principal requires Azure AD integration by third party. Access keys can't be time-limited and grant full account access. SAS provides secure, temporary, scoped access.","AZ-104 Storage Security"
"Your storage account must be accessible only from specific Azure virtual networks and an on-premises network via ExpressRoute. Public internet access should be blocked.<br><br>A) Configure storage firewall with virtual network service endpoints and on-premises IP ranges<br>B) Use Private Endpoints for storage account<br>C) Apply Network Security Groups to storage account","A) Configure storage firewall with virtual network service endpoints and on-premises IP ranges","Storage firewall allows VNet access via service endpoints (keeps traffic on Microsoft network) and specific IP ranges for on-premises. Private Endpoints require dedicated NIC per VNet (more complex/costly for multiple VNets). NSGs apply to NICs/subnets not storage accounts. Firewall + service endpoints provide cost-effective network isolation.","AZ-104 Storage Networking"
"You need to automatically tier blob data to Archive storage after 365 days of no modification and delete blobs after 7 years to comply with retention policies.<br><br>A) Create lifecycle management policy with tier and delete actions based on last modification time<br>B) Use Azure Automation runbook with scheduled execution<br>C) Configure storage account retention policy","A) Create lifecycle management policy with tier and delete actions based on last modification time","Lifecycle management natively supports multiple actions (tier, delete) based on last modified time. Policies execute automatically daily. Automation runbooks require custom code and maintenance. Retention policies (immutability) prevent deletion, don't enable it. Lifecycle management is designed for this exact scenario.","AZ-104 Storage Lifecycle"
"A VM requires 20TB storage with consistent 15,000 IOPS and sub-millisecond latency for a database workload. The solution must support zone redundancy.<br><br>A) Ultra Disk with availability zone deployment<br>B) Premium SSD v2 with zone-redundant storage<br>C) Standard SSD with disk striping across multiple disks","A) Ultra Disk with availability zone deployment","Ultra Disk provides highest performance (up to 160,000 IOPS), sub-ms latency, and can be deployed in availability zones. Premium SSD v2 doesn't support ZRS (only LRS). Standard SSD can't achieve 15K IOPS per disk. Ultra Disk is designed for performance-critical database workloads requiring extreme IOPS and low latency.","AZ-104 Storage ManagedDisks"
"You need to deploy a Linux VM in Azure with custom script execution during provisioning to install software packages and configure settings. The solution should use a declarative approach.<br><br>A) Use ARM template with Custom Script Extension<br>B) Deploy VM manually then run SSH commands<br>C) Use Azure Portal VM creation wizard with cloud-init","A) Use ARM template with Custom Script Extension","ARM templates provide declarative infrastructure-as-code with Custom Script Extension for post-deployment automation. Ensures consistency and repeatability. Manual SSH is imperative and not repeatable. Portal wizard with cloud-init works but ARM template offers more flexibility and source control. ARM template is the IaC best practice.","AZ-104 Compute VirtualMachines"
"An application requires 5 VMs that must be distributed across different physical racks within an Azure datacenter to avoid simultaneous downtime during planned maintenance.<br><br>A) Deploy VMs in an Availability Set with 5 fault domains<br>B) Deploy VMs across multiple Availability Zones<br>C) Use VM Scale Set with manual scaling","A) Deploy VMs in an Availability Set with 5 fault domains","Availability Sets distribute VMs across fault domains (separate racks) within a datacenter. Each VM on different rack prevents simultaneous maintenance downtime. Availability Zones are separate datacenters (over-engineered for rack-level separation). Scale Sets are for identical VMs. Availability Set with fault domains provides rack-level isolation.","AZ-104 Compute HighAvailability"
"Your web application runs on 10 VMs that must survive datacenter-level failures within a region. The architecture should automatically distribute traffic to healthy instances.<br><br>A) Deploy VMs across Availability Zones with Azure Load Balancer<br>B) Use Availability Set with Application Gateway<br>C) Deploy single VM with Premium SSD in one zone","A) Deploy VMs across Availability Zones with Azure Load Balancer","Availability Zones provide datacenter-level separation (physical isolation). Load Balancer distributes traffic and performs health checks. Availability Sets only protect against rack failures, not datacenter failures. Single VM has no redundancy. Zone deployment with load balancer provides datacenter-level resilience.","AZ-104 Compute HighAvailability"
"A VM is deallocated nightly to save costs. When started in the morning, it frequently gets a different public IP address, breaking application connectivity. Fix this issue cost-effectively.<br><br>A) Reserve and assign a Standard SKU static public IP address to the VM<br>B) Use Azure Bastion to access the VM<br>C) Configure dynamic DNS updates on the VM","A) Reserve and assign a Standard SKU static public IP address to the VM","Standard static public IP remains assigned even when VM is deallocated. Solves the IP change problem directly. Bastion is for administrative access, doesn't provide stable application endpoint. Dynamic DNS adds complexity and latency. Static public IP provides simple, reliable solution for stable connectivity.","AZ-104 Compute Networking"
"You need to automatically scale a web application running on VMs from 2 to 10 instances based on average CPU usage >70% and scale down when <30%. Minimize management overhead.<br><br>A) Deploy VMs in Virtual Machine Scale Set with autoscale rules<br>B) Use Azure Automation runbooks with scheduled VM start/stop<br>C) Create VMs manually and use Azure Monitor alerts to notify admin","A) Deploy VMs in Virtual Machine Scale Set with autoscale rules","VM Scale Sets provide built-in autoscaling based on metrics (CPU) with automatic instance creation/deletion. Automation runbooks don't respond to metrics dynamically. Manual VM creation requires admin intervention. Scale Sets offer native, metric-driven autoscaling for stateless applications.","AZ-104 Compute Autoscaling"
"An application requires guaranteed compute capacity in a specific Azure region for disaster recovery, but VMs should only run (and incur compute charges) during actual DR events.<br><br>A) Use Azure Reserved Instances in the DR region<br>B) Create VM configurations with Azure Site Recovery without running VMs<br>C) Deploy deallocated VMs in the DR region","B) Create VM configurations with Azure Site Recovery without running VMs","ASR replicates VM configuration and data without running destination VMs. VMs only created during failover. No compute charges until DR activation. Reserved Instances charge for 1-3 year commitment. Deallocated VMs still incur disk storage charges. ASR provides true DR-ready capacity without idle costs.","AZ-104 Compute DisasterRecovery"
"You need to provide developers RDP access to Windows VMs without exposing public IP addresses or managing jump boxes. The solution should support just-in-time access.<br><br>A) Enable Azure Bastion for the virtual network<br>B) Configure point-to-site VPN to the virtual network<br>C) Use Network Security Group to allow RDP from office IP only","A) Enable Azure Bastion for the virtual network","Azure Bastion provides secure RDP/SSH via Azure portal over SSL without public IPs or jump boxes. Supports JIT access via integration with Defender for Cloud. P2S VPN requires client configuration on each developer machine. NSG with IP allowlist doesn't prevent credential attacks. Bastion is managed PaaS solution for secure VM access.","AZ-104 Compute Security"
"A mission-critical application requires VMs with guaranteed 99.99% uptime SLA within a single Azure region. The solution should protect against datacenter failures.<br><br>A) Deploy VMs across Availability Zones with zone redundancy<br>B) Deploy VMs in Availability Set<br>C) Use single VM with Premium SSD","A) Deploy VMs across Availability Zones with zone redundancy","Availability Zones provide 99.99% SLA by distributing VMs across separate datacenters within a region. Availability Set provides 99.95% SLA (rack-level protection only). Single VM with Premium SSD provides 99.9% SLA. Only multi-zone deployment achieves 99.99% requirement within single region.","AZ-104 Compute HighAvailability"
"Your company needs to run containerized microservices with automatic scaling, service discovery, health monitoring, and rolling updates. Minimize infrastructure management.<br><br>A) Deploy Azure Kubernetes Service (AKS) cluster<br>B) Use Azure Container Instances with Azure Container Registry<br>C) Deploy Docker on Azure VMs with manual orchestration","A) Deploy Azure Kubernetes Service (AKS) cluster","AKS provides managed Kubernetes with automatic scaling, service discovery, health checks, and rolling updates. Container Instances lack orchestration features. Docker on VMs requires manual management of all orchestration. AKS is the managed container orchestration platform for microservices with native DevOps support.","AZ-104 Compute Containers"
"An application using Azure App Service requires consistent outbound IP addresses for whitelisting on partner APIs. The app is deployed in an App Service Plan with multiple instances.<br><br>A) Integrate App Service with VNet and use NAT Gateway<br>B) Deploy App Service Environment (ASE) with dedicated outbound IPs<br>C) Use Azure Application Gateway","A) Integrate App Service with VNet and use NAT Gateway","VNet integration with NAT Gateway provides static outbound IPs for App Service. Cost-effective solution. ASE provides dedicated IPs but significantly more expensive (isolated environment). Application Gateway handles inbound traffic, not outbound. VNet integration + NAT Gateway is the standard solution for static outbound IPs.","AZ-104 Compute Networking"
"You need to create a virtual network with three subnets: web tier (10.0.1.0/24), app tier (10.0.2.0/24), and database tier (10.0.3.0/24). Database tier should only accept traffic from app tier, not web tier.<br><br>A) Create VNet with three subnets and apply NSG to database subnet allowing only app subnet CIDR<br>B) Use Azure Firewall between all subnets<br>C) Create separate VNets with VNet peering and route tables","A) Create VNet with three subnets and apply NSG to database subnet allowing only app subnet CIDR","NSG on database subnet with inbound rule allowing only 10.0.2.0/24 (app tier) provides subnet-level security. Azure Firewall is overly complex for intra-VNet filtering. Separate VNets add unnecessary complexity. NSG at subnet level is the standard micro-segmentation approach for multi-tier architectures.","AZ-104 Networking NSG"
"Your on-premises network (10.50.0.0/16) needs private connectivity to Azure VNet (10.0.0.0/16) with bandwidth up to 10 Gbps and predictable latency. Avoid public internet.<br><br>A) Configure Azure ExpressRoute<br>B) Create site-to-site VPN with high-performance gateway<br>C) Use point-to-site VPN with multiple connections","A) Configure Azure ExpressRoute","ExpressRoute provides dedicated private connection bypassing internet with up to 10 Gbps bandwidth and consistent latency. S2S VPN maxes at 1.25 Gbps and uses internet (variable latency). P2S is for individual client connections. ExpressRoute is the enterprise hybrid connectivity solution for high bandwidth and SLA requirements.","AZ-104 Networking HybridConnectivity"
"Two Azure VNets in different regions (VNet A: 10.0.0.0/16 in East US, VNet B: 10.1.0.0/16 in West Europe) need to communicate. The solution should use Microsoft backbone network without public internet exposure.<br><br>A) Configure VNet peering between the two VNets<br>B) Set up site-to-site VPN between VNet gateways<br>C) Use ExpressRoute Global Reach","A) Configure VNet peering between the two VNets","VNet peering (global peering for cross-region) uses Microsoft backbone network with low latency and high bandwidth. No VPN gateway needed. S2S VPN adds gateway costs and latency. ExpressRoute Global Reach connects on-premises locations, not VNets. Global VNet peering is the native Azure solution for VNet-to-VNet connectivity.","AZ-104 Networking VNetPeering"
"Web VMs in a subnet need outbound internet access for OS updates but should not be directly accessible from the internet. Incoming connections should be completely blocked.<br><br>A) Associate NAT Gateway to the subnet<br>B) Assign public IPs to VMs with NSG blocking inbound<br>C) Use Azure Firewall in forced tunneling mode","A) Associate NAT Gateway to the subnet","NAT Gateway provides outbound-only internet connectivity without exposing VMs to inbound connections. Scalable and managed. Public IPs + NSG still expose attack surface. Azure Firewall is overly complex and costly for simple outbound needs. NAT Gateway is purpose-built for secure outbound internet access.","AZ-104 Networking OutboundConnectivity"
"Your application uses Azure Load Balancer to distribute traffic across VMs. You need to ensure that all requests from the same client IP are routed to the same backend VM during their session.<br><br>A) Configure session persistence (session affinity) on the load balancer<br>B) Use Application Gateway with cookie-based affinity<br>C) Deploy Traffic Manager with priority routing","A) Configure session persistence (session affinity) on the load balancer","Load Balancer session persistence uses 5-tuple hash (source IP, port, destination IP, port, protocol) to route client to same backend. Simple configuration for Layer 4 scenarios. Application Gateway cookie affinity works but requires Layer 7 and is more expensive. Traffic Manager is DNS-level, doesn't provide session affinity. Load Balancer session persistence is the direct solution.","AZ-104 Networking LoadBalancing"
"An internal web application must be accessible only from specific on-premises locations and Azure VNets. DNS resolution should resolve to private IP addresses. The solution should not expose public endpoints.<br><br>A) Deploy Application Gateway with private frontend IP and Private DNS zone<br>B) Use Azure Front Door with private endpoints<br>C) Deploy public load balancer with firewall rules","A) Deploy Application Gateway with private frontend IP and Private DNS zone","Application Gateway supports private frontend IPs for internal-only access. Private DNS zone provides name resolution to private IP within VNets. Front Door is for global public applications. Public load balancer exposes internet endpoint. Private Application Gateway + Private DNS provides fully internal Layer 7 load balancing.","AZ-104 Networking PrivateConnectivity"
"You need to filter all outbound traffic from VMs to the internet and block access to specific FQDNs (e.g., social media sites). The solution should support centralized logging of connection attempts.<br><br>A) Deploy Azure Firewall with application rules and diagnostic logging<br>B) Configure NSG with service tags for outbound rules<br>C) Use forced tunneling with on-premises proxy","A) Deploy Azure Firewall with application rules and diagnostic logging","Azure Firewall supports FQDN-based filtering with application rules (Layer 7). Provides centralized logging to Log Analytics. NSGs lack FQDN filtering (IP-based only). On-premises proxy adds latency and complexity. Azure Firewall is the cloud-native solution for outbound FQDN filtering and inspection.","AZ-104 Networking Security"
"An application in VNet A needs to access Azure SQL Database. Traffic must not traverse the public internet and should not consume VNet IP address space for the database.<br><br>A) Enable Private Endpoint for SQL Database in VNet A<br>B) Configure VNet service endpoint for SQL Database<br>C) Use VPN gateway to route traffic privately","A) Enable Private Endpoint for SQL Database in VNet A","Private Endpoint creates private IP in VNet for SQL Database. Traffic stays on Microsoft network with no public internet exposure. Service endpoints keep traffic on Microsoft backbone but database still has public endpoint. VPN gateway is for on-premises connectivity. Private Endpoint provides true private connectivity for PaaS services.","AZ-104 Networking PrivateLink"
"VMs in an Azure VNet need to resolve on-premises DNS names (corp.local domain) while Azure resources should resolve using Azure DNS. Minimize configuration changes on VMs.<br><br>A) Configure conditional forwarder in Azure Private DNS to on-premises DNS<br>B) Change VM DNS settings to point directly to on-premises DNS servers<br>C) Deploy DNS VMs in Azure and manually configure each workload VM","A) Configure conditional forwarder in Azure Private DNS to on-premises DNS","Azure Private DNS with conditional forwarding to on-premises DNS provides hybrid name resolution. VMs use Azure DNS (168.63.129.16) which automatically handles Azure and forwarded queries. Direct on-premises DNS breaks Azure resource resolution. DNS VMs require ongoing management. Private DNS conditional forwarding is the managed hybrid DNS solution.","AZ-104 Networking DNS"
"Your Azure environment has 100 VMs across 10 VNets. You need to implement centralized packet inspection and threat protection for all inter-VNet and internet-bound traffic.<br><br>A) Deploy Azure Firewall in hub VNet with hub-spoke topology and user-defined routes<br>B) Apply NSGs to every subnet in every VNet<br>C) Use Azure DDoS Protection Standard on each VNet","A) Deploy Azure Firewall in hub VNet with hub-spoke topology and user-defined routes","Hub-spoke topology with Azure Firewall in hub centralizes traffic inspection. UDRs in spoke VNets force traffic through firewall. Scales efficiently for 100+ VMs. NSGs on all subnets don't provide centralized management or threat intelligence. DDoS Protection is for volumetric attacks, not packet inspection. Hub-spoke with Firewall is the enterprise network security architecture.","AZ-104 Networking Architecture"
"You need to monitor virtual machine performance metrics (CPU, memory, disk) and collect application logs for analysis. The solution should support querying logs with KQL and creating alerts.<br><br>A) Enable Azure Monitor with Log Analytics workspace and VM insights<br>B) Use Azure Storage account with diagnostic logs<br>C) Configure Azure Event Hub for log streaming","A) Enable Azure Monitor with Log Analytics workspace and VM insights","Azure Monitor with Log Analytics provides centralized metric and log collection, KQL queries, and alerting. VM Insights adds performance monitoring with dependency mapping. Storage accounts store logs but lack query/alerting. Event Hubs stream data but require additional processing. Monitor + Log Analytics is the comprehensive observability platform.","AZ-104 Monitoring AzureMonitor"
"An application team needs to be automatically notified via email when a VM's average CPU utilization exceeds 80% for 5 consecutive minutes. The alert should include the VM name and current CPU percentage.<br><br>A) Create Azure Monitor metric alert rule with action group configured for email<br>B) Configure Application Insights with custom events<br>C) Use Azure Automation runbook with scheduled checks","A) Create Azure Monitor metric alert rule with action group configured for email","Monitor metric alerts evaluate metrics against thresholds with customizable time windows. Action groups deliver notifications via email/SMS/webhook. Query provides context including resource details. Application Insights is for application telemetry not infrastructure metrics. Automation runbooks add delay and management overhead. Metric alerts are native, real-time monitoring solution.","AZ-104 Monitoring Alerts"
"Your company requires all Azure VMs to be backed up daily with 30-day retention. Backups should be centrally managed across multiple subscriptions and provide file-level restore capability.<br><br>A) Configure Azure Backup with Recovery Services Vault and backup policies<br>B) Create managed disk snapshots with lifecycle management<br>C) Use Azure Site Recovery for VM replication","A) Configure Azure Backup with Recovery Services Vault and backup policies","Azure Backup provides centralized backup management with policy-based scheduling, retention, and file-level restore for VMs. Works across subscriptions. Disk snapshots lack centralized management and file-level restore. ASR is for disaster recovery replication, not backup. Azure Backup is the comprehensive VM backup solution.","AZ-104 Monitoring Backup"
"A critical application requires 4-hour RPO and 1-hour RTO in case of primary region failure. The solution should replicate VMs to a secondary region with orchestrated failover.<br><br>A) Configure Azure Site Recovery with replication to secondary region and recovery plans<br>B) Use Azure Backup with geo-redundant vault<br>C) Create VM snapshots every 4 hours and copy to secondary region","A) Configure Azure Site Recovery with replication to secondary region and recovery plans","ASR provides continuous replication (can achieve <1 hour RPO with frequent recovery points) and orchestrated failover meeting RTO requirements. Recovery plans automate failover sequences. Backup provides longer RTOs and manual restore process. Manual snapshots don't meet RPO/RTO and lack orchestration. ASR is the DR solution for VM workloads.","AZ-104 Monitoring DisasterRecovery"
"You need to identify which Azure resources are not compliant with company tagging policies across 50 subscriptions. The report should show non-compliant resource details and counts by subscription.<br><br>A) Use Azure Resource Graph query with KQL to analyze compliance across subscriptions<br>B) Create PowerShell script to loop through each subscription and resource<br>C) Export resource data to Excel from Azure Portal","A) Use Azure Resource Graph query with KQL to analyze compliance across subscriptions","Resource Graph provides cross-subscription querying at scale with KQL. Returns results in seconds for 50 subscriptions. PowerShell loops are slow and don't scale. Excel export is manual and not repeatable. Resource Graph is designed for large-scale resource analysis and compliance reporting.","AZ-104 Monitoring Compliance"
"An application generates 1GB of logs daily that must be retained for 90 days for security analysis. After 90 days, logs should be deleted automatically to minimize storage costs.<br><br>A) Send logs to Log Analytics workspace with 90-day retention policy<br>B) Stream logs to Storage Account Archive tier with lifecycle management<br>C) Configure diagnostic settings to Event Hub with 90-day retention","A) Send logs to Log Analytics workspace with 90-day retention policy","Log Analytics provides log aggregation, retention configuration (up to 730 days), and automatic deletion. Supports KQL queries for analysis. Archive tier has high retrieval costs and latency for active analysis. Event Hubs max 7-day retention. Log Analytics is optimized for log retention and analysis with configurable retention.","AZ-104 Monitoring Logging"
"Your Azure environment has 200 resources across multiple resource groups. You need to calculate total monthly costs grouped by department (tagged on resources) and predict next month's spending.<br><br>A) Use Azure Cost Management + Billing with cost analysis and forecasting<br>B) Export billing data to Excel and create pivot tables<br>C) Query Azure Resource Manager with PowerShell for resource costs","A) Use Azure Cost Management + Billing with cost analysis and forecasting","Cost Management provides cost analysis with filtering/grouping by tags, built-in forecasting models, and budgets. Native integration with billing data. Excel exports are static and manual. ARM queries don't provide historical costs or forecasting. Cost Management is the purpose-built FinOps solution with predictive analytics.","AZ-104 Monitoring CostManagement"
"A web application's response times have degraded. You need to identify if the issue is in application code, database queries, or network latency between Azure services.<br><br>A) Enable Application Insights with distributed tracing and dependency tracking<br>B) Review VM CPU metrics in Azure Monitor<br>C) Analyze NSG flow logs for network traffic patterns","A) Enable Application Insights with distributed tracing and dependency tracking","Application Insights provides end-to-end transaction tracing with timing breakdown across application tiers, dependencies (SQL, HTTP), and components. Identifies bottlenecks. VM CPU metrics don't show application-level details. NSG flow logs track network flow, not application performance. Application Insights is the APM solution for performance troubleshooting.","AZ-104 Monitoring Performance"
"You need to automatically restart a VM if it becomes unresponsive to network requests for more than 5 minutes. The solution should not require custom scripts running inside the VM.<br><br>A) Configure Azure Monitor alert with auto-remediation action to restart VM<br>B) Enable Azure Automation Update Management<br>C) Use Azure Site Recovery for automatic failover","A) Configure Azure Monitor alert with auto-remediation action to restart VM","Monitor alerts support auto-remediation actions including VM restart via action groups with automation runbook or Logic App. Evaluates availability from outside VM (network probe). Update Management handles patching, not availability. ASR is for region-level DR. Monitor alert with remediation action provides self-healing infrastructure.","AZ-104 Monitoring Automation"
