Front,Back,Extra,Tags
"Blob data rarely accessed after 90 days but must be stored for 7 years for compliance. The solution must minimize storage costs. How should you configure blob storage?<br><br>A) Keep all blobs in Hot tier<br>B) Implement lifecycle management policy to move blobs to Cool tier at 90 days and Archive at 180 days<br>C) Manually move blobs between tiers monthly","B) Implement lifecycle management policy to move blobs to Cool tier at 90 days and Archive at 180 days. Lifecycle policies automatically transition blobs between tiers based on rules (last modified, creation date), reducing costs without manual intervention.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/storage/blobs/lifecycle-management-overview"">Blob Lifecycle Management</a>","Access tiers: Hot (frequent access, highest storage cost, lowest access cost), Cool (infrequent, 30-day minimum), Archive (offline, 180-day minimum, lowest storage cost, highest rehydration cost). Hot tier (option A) expensive for inactive data. Manual management (option C) doesn't scale. Lifecycle policy rules: apply to base blobs, snapshots, or versions; conditions based on days since modified/created; actions: move to Cool/Archive, delete. Example rule: move to Cool after 90 days idle, Archive after 180 days, delete after 7 years. Archive rehydration: hours (standard priority) or <1 hour (high priority, costlier). Set via: Portal (Lifecycle management blade), PowerShell, CLI, ARM template. Savings: Archive is 01% cost of Hot tier.",AZ-104 Storage LifecycleManagement
"Blob containers contain critical application data that users accidentally delete. You need point-in-time recovery capability. What features should you enable?<br><br>A) Blob snapshots only<br>B) Enable soft delete for blobs and containers, and blob versioning<br>C) Replicate to another storage account","B) Enable soft delete for blobs and containers, and blob versioning. Soft delete retains deleted blobs/containers for recovery period (7-365 days). Versioning maintains previous versions automatically on overwrites.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/storage/blobs/soft-delete-blob-overview"">Blob Soft Delete</a>","Soft delete: deleted blobs/containers enter deleted state, recoverable within retention period, protects against accidental deletion. Snapshots (option A) require manual creation. Replication (option C) doesn't protect against immediate deletion. Blob soft delete: configure retention days (1-365), deleted blobs shown with ""include deleted"" option, restore with Undelete. Container soft delete: prevents container deletion, must enable blob soft delete first. Versioning: creates new version on every write, previous versions retained, access specific version by ID. Combined protection: soft delete + versioning + snapshots = comprehensive data protection. Point-in-time restore: restore container to any point within retention period. Cost: soft delete and versions count toward storage costs.",AZ-104 Storage DataProtection
"Azure Files share needs to support SMB access from on-premises Windows servers with Active Directory authentication. How should you configure identity-based authentication?<br><br>A) Use storage account keys only<br>B) Enable Azure AD domain join for storage account with AD DS or Azure AD DS<br>C) Require shared access signature tokens","B) Enable Azure AD domain join for storage account with AD DS or Azure AD DS. Azure Files supports identity-based SMB access via Active Directory, enabling NTFS ACLs and Windows authentication.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/storage/files/storage-files-active-directory-overview"">Azure Files AD Authentication</a>","Identity options: on-premises AD DS (hybrid), Azure AD DS (managed), Azure AD Kerberos (cloud-only). Account keys (option A) are shared secrets, not identity-based. SAS (option C) lacks NTFS ACL support. AD DS configuration: 1) domain-join storage account to AD, 2) sync AD to Azure AD with AAD Connect, 3) assign share-level permissions (RBAC: Storage File Data SMB Share Reader/Contributor/Elevated Contributor), 4) configure directory/file-level NTFS permissions. Supported protocols: SMB 3.0+ (2.1 requires secure transfer disabled). Access from: domain-joined VMs (seamless), on-premises servers (requires line of sight to AD). Storage account has identity in AD DS. Share-level vs NTFS: share-level controls who can mount, NTFS controls file/folder access.",AZ-104 Storage AzureFiles
"A web application deployed globally needs container images stored and replicated across regions for faster pulls during deployment. What Azure service should you implement?<br><br>A) Azure Blob storage with manual replication<br>B) Azure Container Registry with geo-replication<br>C) Azure Files with global shares","B) Azure Container Registry with geo-replication. ACR Premium tier supports geo-replication, creating registry replicas in multiple regions, enabling local pulls, reducing latency and egress costs.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/container-registry/container-registry-geo-replication"">ACR Geo-Replication</a>","ACR tiers: Basic (dev/test), Standard (production), Premium (geo-replication, VNet integration, >10TB storage). Blob storage (option A) not optimized for container images. Azure Files (option C) for file shares, not containers. Geo-replication benefits: single registry name, replicas in multiple regions, local image pulls (reduced latency), single management point. Configuration: enable Premium tier, add replicas in regions (up to 10 regions), webhook notifications per region. Regional pulls: Docker/containerd automatically pulls from nearest replica. Use cases: global deployments (AKS clusters worldwide), disaster recovery (failover to replica region), reduce egress costs (pull within region is free). Cost: per replica + storage in each region. Manage: Portal, CLI (az acr replication create).",AZ-104 Compute ACR
"An ARM template needs to be deployed to create VNets and VMs. Before production deployment, you must validate the template without creating resources. How should you test the template?<br><br>A) Deploy to production and check results<br>B) Use ARM template what-if operation and validate deployment<br>C) Review template JSON manually","B) Use ARM template what-if operation and validate deployment. What-if shows predicted changes without deploying. Validate checks template syntax and parameters for errors before deployment.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-resource-manager/templates/deploy-what-if"">ARM Template What-If</a>","What-if operation: shows resources to be created/modified/deleted, property changes (before/after values), no actual deployment. Production deployment (option A) risky without validation. Manual review (option C) doesn't catch all errors. Validation: checks template syntax, parameter types, resource provider availability, quota limits. Commands: az deployment group what-if, New-AzResourceGroupDeployment -WhatIf. Output colors: green (create), blue (modify), orange (delete), purple (deploy). Deployment modes: Complete (deletes resources not in template), Incremental (adds/updates only). Validate before what-if: az deployment group validate. Best practices: test in dev environment, use parameter files (dev/prod), enable deployment debugging. Export existing deployment: az group export, then modify as template.",AZ-104 Compute ARMTemplates
"Virtual machines require different availability guarantees: web tier needs 99.99% uptime across zones, backend tier needs 99.95% within zone. How should you deploy VMs?<br><br>A) Deploy all VMs to same availability set<br>B) Deploy web tier to availability zones, backend to availability set<br>C) Deploy all VMs without high availability","B) Deploy web tier to availability zones, backend to availability set. Availability zones provide 99.99% SLA (datacenter-level isolation), availability sets provide 99.95% SLA (rack-level isolation).<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/availability"">VM Availability Options</a>","High availability options: Availability zones (separate datacenters in region, 99.99%, protect from datacenter failure), Availability sets (separate update/fault domains, 99.95%, protect from rack failure), Single VM with premium SSD (99.9%). Same set (option A) can't span zones. No HA (option C) only 99.9% SLA. Availability set: update domains (5 default, VMs reboot sequentially), fault domains (2-3, separate power/network). Zone deployment: specify zone 1/2/3, manually distribute VMs across zones. Trade-offs: zones = higher SLA but inter-zone latency, sets = lower SLA but same-DC latency. Best practice: stateless web tier (zones), stateful DB tier (zone redundant storage). Cost: no additional charge for HA, only for VMs. Can't convert existing VM between zones (must redeploy).",AZ-104 Compute VMAvailability
"A VM uses managed disks and needs encrypted at-rest data without guest OS configuration. The encryption keys must be customer-managed. What encryption option should you use?<br><br>A) Azure Disk Encryption (BitLocker/DM-Crypt in guest OS)<br>B) Server-Side Encryption with customer-managed keys (SSE with CMK)<br>C) Encryption at host","B) Server-Side Encryption with customer-managed keys (SSE with CMK). SSE encrypts data at Azure storage platform level, uses keys from Key Vault, no guest OS configuration required, enabled by default with platform-managed keys.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machines/disk-encryption"">Managed Disk Encryption</a>","Encryption options: SSE (storage platform encryption, enabled by default), ADE (guest OS encryption, requires VM extension), Encryption at host (host-level encryption). ADE (option A) requires guest OS changes and VM extension. Encryption at host (option C) requires specific VM sizes. SSE with CMK: create Key Vault, create encryption key (KEK), create disk encryption set referencing key, assign managed identity to disk encryption set, grant Key Vault permissions, create disk with encryption set. Key rotation: update key version in Key Vault, disk encryption set automatically uses new version. Comparison: SSE = transparent, no guest impact; ADE = guest-level control, supports Linux/Windows. Both can coexist (double encryption). CMK vs PMK: management overhead vs simplicity. Supports: OS disks, data disks, snapshots, images.",AZ-104 Compute DiskEncryption
"A web application experiences unpredictable traffic spikes. You need automatic scaling based on CPU utilization while controlling costs. What should you implement?<br><br>A) Manually resize VMs during traffic spikes<br>B) Deploy Virtual Machine Scale Set with autoscale rules based on metrics<br>C) Over-provision VMs for peak load permanently","B) Deploy Virtual Machine Scale Set with autoscale rules based on metrics. VMSS automatically increases/decreases VM instances based on metrics (CPU, memory, custom) or schedule, optimizes cost and performance.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-machine-scale-sets/virtual-machine-scale-sets-autoscale-overview"">VMSS Autoscale</a>","VMSS benefits: identical VMs from common image, automatic scaling (0-1000 instances), load balancer integration, availability zone distribution. Manual resizing (option A) doesn't scale. Over-provisioning (option C) wastes money. Autoscale rules: scale out (add instances) when CPU >75% for 10 min, scale in (remove instances) when CPU <25% for 10 min. Conditions: metric-based (CPU, memory, network, custom), schedule-based (business hours), combine multiple rules. Limits: minimum instances (2), maximum instances (10), default instances (2). Cooldown period: 5 min between scale operations (prevents flapping). Load balancer: Azure Load Balancer (L4) or Application Gateway (L7) distributes traffic. Upgrade policy: automatic, rolling, manual. Cost optimization: use scale-in manually, schedule scale-down for nights.",AZ-104 Compute VMSS
"Container applications need orchestration, automatic restarts on failure, and external connectivity. The solution must be simple without Kubernetes complexity. What should you use?<br><br>A) Azure Kubernetes Service for full orchestration<br>B) Azure Container Instances with container groups and restart policies<br>C) Azure Container Apps with microservices support","C) Azure Container Apps with microservices support. Container Apps provides managed container hosting with automatic scaling, built-in ingress, service discovery, and Dapr integration, simpler than AKS.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/container-apps/overview"">Container Apps Overview</a>","Container hosting options: ACI (simple single containers, no orchestration), Container Apps (microservices, autoscaling, ingress), AKS (full Kubernetes, most complex). AKS (option A) overkill for simple apps. ACI (option B) limited orchestration. Container Apps features: HTTP/TCP ingress, automatic scaling (0-30 replicas based on HTTP/CPU), background jobs, Dapr integration (pub-sub, state), VNet integration, managed certificates. Deployment: define container (image, resources), configure scaling rules (HTTP concurrency, CPU, custom), set ingress (internal/external). Revisions: deploy new version, split traffic (blue-green), rollback. Use cases: web APIs, background workers, event-driven processing. Pricing: vCPU-seconds + memory GiB-seconds, scale-to-zero saves costs. VS AKS: Container Apps = serverless simplicity, AKS = full K8s control.",AZ-104 Compute ContainerApps
"An App Service web app experiences high load during business hours (8 AM - 6 PM) but low traffic at night. You need to optimize costs while maintaining performance. How should you configure scaling?<br><br>A) Use Premium P1V2 tier permanently<br>B) Configure autoscale with schedule-based rules (scale up during business hours, scale down at night)<br>C) Use consumption tier","B) Configure autoscale with schedule-based rules (scale up during business hours, scale down at night). Schedule-based autoscale changes instance count based on time, optimizes cost without sacrificing performance during peak hours.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/app-service/manage-scale-up"">App Service Scaling</a>","Scaling directions: scale up (change tier, more CPU/RAM), scale out (add instances, handle more requests). Premium (option A) constant cost. Consumption (option C) for Functions, not App Service. Autoscale rules: schedule-based (M-F 8 AM-6 PM use 3 instances, nights/weekends 1 instance), metric-based (CPU >70% → add instance), combine both. Requirements: Standard tier or higher for autoscale, Basic/Free don't support autoscale. Settings: minimum instances (1), maximum instances (10), default instances (2), cooldown (5 min). Best practices: use deployment slots for zero-downtime deployments, enable diagnostics logging, monitor with Application Insights. Scale up scenarios: need more CPU/memory/storage, add deployment slots (Standard+), add VNet integration (Premium+). Sudden traffic: pre-scale using schedule before expected spike.",AZ-104 Compute AppServiceScaling
"An App Service web app needs to support custom domain (www.contoso.com) with TLS encryption. What configuration steps are required?<br><br>A) Custom domains aren't supported in App Service<br>B) Add custom domain, upload/import TLS certificate, create TLS/SSL binding<br>C) Use Azure CDN only","B) Add custom domain, upload/import TLS certificate, create TLS/SSL binding. App Service supports custom domains with managed certificates (free) or imported certificates, enables HTTPS.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/app-service/app-service-web-tutorial-custom-domain"">Custom Domain Configuration</a>","Custom domain steps: 1) Get domain from registrar, 2) Create DNS records (A or CNAME pointing to app, TXT for verification), 3) Add custom domain in App Service, 4) Validate domain ownership, 5) Create TLS binding. Custom domains (option A) fully supported. CDN (option C) optional for performance. Domain types: root domain (contoso.com, use A record + TXT), subdomain (www.contoso.com, use CNAME). Certificate options: App Service Managed Certificate (free, auto-renewed, standard TLS), Import certificate (pfx file, requires password), Key Vault certificate. TLS versions: require TLS 1.2 minimum. SNI SSL vs IP SSL: SNI (free, most apps), IP (dedicated IP, older clients). Wildcard certificates: *.contoso.com covers all subdomains. Requirements: Basic tier or higher for custom domains, Standard+ for SSL.",AZ-104 Compute CustomDomain
"Production App Service requires zero-downtime deployments with ability to test new version before full rollout. What deployment strategy should you implement?<br><br>A) Deploy directly to production slot<br>B) Use deployment slots with staging slot, test, then swap to production<br>C) Create separate App Service for each version","B) Use deployment slots with staging slot, test, then swap to production. Deployment slots are separate environments (staging, production), enable testing new versions, swap operation is instantaneous with zero downtime.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/app-service/deploy-staging-slots"">Deployment Slots</a>","Deployment slots: independent instances with own hostname (app-staging.azurewebsites.net), share same App Service plan, Standard tier+ required (5 slots). Direct deployment (option A) causes downtime. Separate App Service (option C) doubles cost. Workflow: 1) Deploy to staging slot, 2) Test in staging (custom domain, smoke tests), 3) Swap staging→production (instant, no downtime), 4) Rollback by swapping back if issues. Swap operation: swaps configuration (app settings, connection strings), warms up instances (pre-pings URLs), zero downtime. Slot-specific settings: mark settings as ""slot settings"" to prevent swap. Auto-swap: automatically swap after deployment (for CI/CD). Traffic routing: route % of traffic to slot for A/B testing (20% production, 80% staging). Swap preview: validate changes before completing swap.",AZ-104 Compute DeploymentSlots
"Multiple VNets in different regions need to communicate privately. The solution must support transitive connectivity through a hub VNet. How should you configure connectivity?<br><br>A) Configure VNet peering with ""use remote gateway"" and ""allow gateway transit""<br>B) Use VPN gateways between each VNet pair<br>C) Use public IPs for inter-VNet communication","A) Configure VNet peering with ""use remote gateway"" and ""allow gateway transit"". Peering enables private connectivity, gateway transit allows spokes to use hub's VPN/ExpressRoute gateway for transitivity.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-network/virtual-network-peering-overview"">VNet Peering</a>","VNet peering: private connectivity over Azure backbone, low latency, no encryption (use NSG/app-level encryption if needed), supports cross-region (global peering). VPN gateways (option B) add complexity and cost. Public IPs (option C) expose traffic to internet. Peering configuration: create peering in both directions (bidirectional), allow forwarded traffic (hub-spoke), allow gateway transit (hub), use remote gateway (spoke). Hub-spoke topology: hub has VPN Gateway, spokes peer to hub with ""use remote gateway"", enables spoke-to-on-premises via hub gateway. Limitations: no transitive peering (spoke-to-spoke requires hub NVA or explicit peering), max 500 peerings per VNet. Traffic: not metered within same region, charged for cross-region. Service chaining: use hub NVA with UDRs for spoke-to-spoke communication.",AZ-104 Networking VNetPeering
"A VNet subnet hosts VMs that should communicate with Azure SQL Database but not access the internet. How should you configure routing?<br><br>A) Keep default routing and rely on NSGs<br>B) Create user-defined route (UDR) with 0.0.0.0/0 to None (blackhole internet), use service endpoints for SQL<br>C) Use VPN Gateway for routing","B) Create user-defined route (UDR) with 0.0.0.0/0 to None (blackhole internet), use service endpoints for SQL. UDR overrides default route, blackholes internet traffic, service endpoints enable direct Azure backbone access to SQL.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-network/virtual-networks-udr-overview"">User-Defined Routes</a>","UDR components: route table (collection of routes), routes (address prefix, next hop type). NSGs only (option A) filter traffic but don't route. VPN Gateway (option C) for on-premises connectivity. Next hop types: Virtual appliance (NVA), VNet gateway (VPN/ExpressRoute), Virtual network (VNet local), Internet, None (blackhole). Use case: force internet traffic through firewall (0.0.0.0/0 → firewall IP), disable internet (0.0.0.0/0 → None), force SQL traffic over service endpoint. Service endpoints: enable on subnet (Microsoft.Sql), traffic to SQL uses Azure backbone, faster and secured. Associate UDR: apply route table to subnet. Route priority: most specific prefix wins (172.16.0.0/16 > 0.0.0.0/0). Effective routes: Portal shows computed routes including user, system, BGP routes.",AZ-104 Networking UDR
"VMs in a subnet need distinct security rules based on application tier (web, app, database). Creating individual NSG rules per VM doesn't scale. How should you simplify NSG management?<br><br>A) Create one large NSG with 100+ rules<br>B) Use Application Security Groups and reference ASGs in NSG rules<br>C) Assign NSGs per network interface","B) Use Application Security Groups and reference ASGs in NSG rules. ASGs group VMs logically (WebASG, AppASG, DbASG), NSG rules reference ASGs instead of IPs, scales elegantly as VMs are added/removed.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/virtual-network/application-security-groups"">Application Security Groups</a>","ASG benefits: logical grouping (not tied to IPs/subnets), simplify NSG rules (source/dest = ASG), scale without rule changes (add VM to ASG). Large NSG (option A) hard to manage. Per-NIC NSG (option C) doesn't leverage grouping. Configuration: 1) Create ASGs (WebASG, AppASG, DbASG), 2) Assign VMs to ASGs (NIC level), 3) Create NSG rules referencing ASGs (allow WebASG → AppASG:443, allow AppASG → DbASG:1433). Rule example: ""Priority 100, Source: WebASG, Destination: AppASG, Port: 443, Allow"". Limitations: ASG must be in same region as NSG, can't span VNets (use peering). Each NIC can belong to multiple ASGs. Zero-trust micro-segmentation: deny all by default, explicit allows between ASGs. Combine with NSG flow logs for traffic analysis.",AZ-104 Networking ASG
