Front,Back,Extra,Tags
"A VNet requires outbound internet connectivity for 1,000 VMs with consistent source IP for external firewall allow-listing. Azure Load Balancer standard already deployed. Which additional component provides outbound SNAT?<br><br>A) No additional configuration needed<br>B) Azure NAT Gateway providing dedicated outbound IPs and SNAT<br>C) Individual public IP per VM","B) Azure NAT Gateway providing dedicated outbound IPs and SNAT","NAT Gateway provides scalable outbound SNAT with dedicated public IPs for firewall allow-listing without port exhaustion. Load Balancer alone may exhaust SNAT ports. Individual IPs per VM is costly and complex to manage.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/nat-gateway/nat-overview"">NAT Gateway for outbound</a>",AZ-700 CoreNetworking NATGateway
"Your organization deploys Azure Virtual Network Manager to centrally manage 50 VNets across subscriptions. Security policy requires blocking traffic between dev and prod VNets while allowing dev-to-dev and prod-to-prod. Which AVNM feature implements this segmentation?<br><br>A) Manual NSG rules in each VNet<br>B) AVNM security admin rules with network groups<br>C) No centralized management possible","B) AVNM security admin rules with network groups","Azure Virtual Network Manager network groups and security admin rules provide centralized network segmentation policy across VNets. Manual NSG rules per VNet don't scale and lack centralized management. AVNM specifically designed for multi-VNet governance.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-network-manager/concept-security-admins"">AVNM security</a>",AZ-700 CoreNetworking AVNM
"Network Watcher flow logs show high traffic volume from specific source IP to multiple VMs on port 3389. You need to determine if this is legitimate admin traffic or potential attack. Which analysis approach identifies this?<br><br>A) Ignore traffic analysis<br>B) Traffic Analytics with NSG flow logs analyzing patterns and anomalies<br>C) Manual log review without tools","B) Traffic Analytics with NSG flow logs analyzing patterns and anomalies","Traffic Analytics processes NSG flow logs with ML-based anomaly detection, identifying unusual patterns and potential security issues. Ignoring traffic allows undetected attacks. Manual review doesn't scale or detect subtle patterns.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/network-watcher/traffic-analytics"">Traffic Analytics</a>",AZ-700 CoreNetworking FlowLogs
"Your organization requires DDoS protection for public IP addresses with automatic attack mitigation and access to DDoS rapid response team. Which Azure DDoS protection tier provides these advanced capabilities?<br><br>A) Basic DDoS protection included free<br>B) DDoS Protection Standard with DRR team access<br>C) No DDoS protection available","B) DDoS Protection Standard with DRR team access","DDoS Protection Standard provides adaptive tuning, attack analytics, mitigation reports, and DDoS Rapid Response team engagement. Basic protection offers only infrastructure-level protection without advanced features. All Azure services have basic protection but advanced scenarios require Standard.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/ddos-protection/ddos-protection-overview"">DDoS Protection Standard</a>",AZ-700 CoreNetworking DDoS
"Microsoft Defender for Cloud identifies subnet without NSG as security recommendation. The subnet contains only Azure PaaS services using service endpoints. How should this recommendation be addressed?<br><br>A) Ignore recommendation for PaaS services<br>B) Implement NSG with service tag rules for PaaS services<br>C) Remove all resources from subnet","B) Implement NSG with service tag rules for PaaS services","NSGs should protect all subnets including PaaS services using service tags for simplified management. Ignoring security recommendations increases risk. Removing resources doesn't address security requirement.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-network/service-tags-overview"">Service tags in NSGs</a>",AZ-700 CoreNetworking SecurityRecommendations
"Network Watcher Connection Monitor shows latency spikes to on-premises database during business hours. Which diagnostics identify whether issue is Azure networking, VPN tunnel, or on-premises network?<br><br>A) Assume Azure networking issue without testing<br>B) Connection Monitor with multi-hop path analysis and NPM<br>C) No diagnostic tools available","B) Connection Monitor with multi-hop path analysis and NPM","Connection Monitor with Network Performance Monitor provides hop-by-hop latency analysis isolating issues to specific network segments (Azure, VPN, on-premises). Assumptions don't identify root cause. Azure provides comprehensive network diagnostics.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/network-watcher/connection-monitor-overview"">Connection Monitor</a>",AZ-700 CoreNetworking Diagnostics
"Your hub VNet has VPN gateway and Azure Firewall. Spoke VNets need to access on-premises via hub gateway and have internet traffic inspected by hub firewall. Which combination achieves both requirements?<br><br>A) VNet peering with gateway transit and UDRs to firewall for 0.0.0.0/0<br>B) No peering configuration<br>C) Direct VPN gateway in each spoke","A) VNet peering with gateway transit and UDRs to firewall for 0.0.0.0/0","Gateway transit allows spokes to use hub VPN gateway for on-premises connectivity while UDRs route internet traffic (0.0.0.0/0) through firewall for inspection. No peering prevents connectivity. Direct gateways per spoke are costly and complex.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/vpn-gateway/vpn-gateway-peering-gateway-transit"">Gateway transit</a>",AZ-700 CoreNetworking GatewayTransit
"A public IP address prefix with 16 addresses (203.0.113.0/28) needs allocation to multiple Application Gateways in different regions. Which IP allocation strategy provides regional distribution?<br><br>A) Single public IP shared across regions<br>B) Create public IPs from prefix and assign by region<br>C) Private IPs only","B) Create public IPs from prefix and assign by region","Public IP prefix allows creating multiple public IPs from contiguous range, assigning them to resources by region while maintaining IP range continuity. Single IP doesn't provide regional distribution. Public IPs required for internet-facing gateways.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-network/ip-services/public-ip-address-prefix"">Public IP prefix</a>",AZ-700 CoreNetworking PublicIPPrefix
"Your organization connects 200 branch offices to Azure using site-to-site VPN with BGP. Route advertisements from on-premises exceed VPN gateway's route limits. Which routing optimization addresses this scale limitation?<br><br>A) Disable BGP and use static routes<br>B) Implement route summarization aggregating routes<br>C) Deploy separate gateway per branch","B) Implement route summarization aggregating routes","Route summarization reduces number of advertised routes by aggregating specific routes into summary routes, staying within gateway limits. Disabling BGP loses dynamic routing benefits. Separate gateways per branch is cost-prohibitive and unmanageable.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/vpn-gateway/bgp-overview"">BGP with VPN Gateway</a>",AZ-700 CoreNetworking BGP
"A VNet peers with multiple other VNets in hub-spoke topology. You need to change the VNet's address space but deployment succeeds with warning about possible connectivity disruption. What is the risk?<br><br>A) No risk, changes apply immediately without impact<br>B) Overlapping address spaces or routing issues during transition<br>C) VNet address space cannot be changed","B) Overlapping address spaces or routing issues during transition","Changing VNet address space while peered can temporarily disrupt connectivity if new range overlaps with peered VNets or during route propagation. Changes aren't instant and require validation. Address spaces can be changed but require careful planning.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-network/virtual-networks-faq#can-i-add-address-ranges-to-a-vnet-that-has-peerings"">VNet address space changes</a>",AZ-700 CoreNetworking VNetModification
"Azure Policy evaluation shows several VNets lack Customer Managed Keys for VNet encryption. Which remediation addresses this compliance gap?<br><br>A) Ignore VNet encryption requirement<br>B) Enable VNet encryption with Custom Managed Keys per VNet<br>C) Encryption not supported for VNets","B) Enable VNet encryption with Custom Managed Keys per VNet","VNet encryption with Customer Managed Keys provides additional data protection for virtual network traffic meeting compliance requirements. Ignoring requirements violates policy. VNet encryption is supported and recommended for sensitive workloads.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-network/virtual-network-encryption-overview"">VNet encryption</a>",AZ-700 CoreNetworking VNetEncryption
"Network Watcher shows packets being dropped between two VMs in different subnets. Next Hop troubleshooting shows correct routing. Which additional diagnostic identifies the blocking point?<br><br>A) Assume network issue without further diagnostics<br>B) IP Flow Verify checking NSG rules at subnet and NIC level<br>C) Restart VMs to resolve","B) IP Flow Verify checking NSG rules at subnet and NIC level","IP Flow Verify tests whether packet is allowed or denied by NSG rules, showing specific rule blocking traffic. Next Hop shows routing but not security filtering. Assumptions and restarts don't identify NSG misconfigurations.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/network-watcher/network-watcher-ip-flow-verify-overview"">IP Flow Verify</a>",AZ-700 CoreNetworking IPFlowVerify
"Your organization implements Azure Bastion requiring dedicated subnet. The Bastion subnet cannot have NSG associated. Which subnet name and minimum size are required?<br><br>A) Any subnet name with /27 or larger<br>B) Subnet named AzureBastionSubnet with /26 or larger<br>C) No dedicated subnet required","B) Subnet named AzureBastionSubnet with /26 or larger","Azure Bastion requires dedicated subnet named AzureBastionSubnet with minimum /26 CIDR. NSG can be associated but not required. Incorrect naming or sizing prevents Bastion deployment.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/bastion/configuration-settings"">Bastion subnet requirements</a>",AZ-700 CoreNetworking Bastion
"An on-premises datacenter requires site-to-site VPN to Azure with 99.9% uptime SLA and automatic failover during gateway maintenance. Which VPN gateway configuration achieves this availability?<br><br>A) Single VPN gateway basic SKU<br>B) Active-active VPN gateway with two tunnels<br>C) Single tunnel with manual failover","B) Active-active VPN gateway with two tunnels","Active-active VPN gateway configuration provides redundancy with automatic failover during maintenance or failures meeting 99.9% SLA. Basic SKU doesn't support active-active. Single tunnel lacks redundancy.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/vpn-gateway/vpn-gateway-highlyavailable"">Highly available VPN</a>",AZ-700 Connectivity VPNHA
"Your site-to-site VPN requires policy-based IPsec for compatibility with legacy on-premises firewall. Which VPN gateway SKU supports policy-based VPN?<br><br>A) Standard or HighPerformance SKUs<br>B) Basic SKU for policy-based VPN<br>C) VpnGw1 or higher","B) Basic SKU for policy-based VPN","Basic SKU supports policy-based VPN for legacy device compatibility while standard/HighPerformance and VpnGw SKUs support route-based VPN with more features. Policy-based required when legacy devices don't support route-based.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/vpn-gateway/vpn-gateway-about-vpn-gateway-settings#gwsku"">VPN Gateway SKUs</a>",AZ-700 Connectivity PolicyBasedVPN
"A Point-to-Site VPN requires authentication using on-premises Active Directory credentials via RADIUS without Microsoft Entra ID. Which P2S tunnel type and authentication method supports this?<br><br>A) SSTP tunnel with Microsoft Entra authentication<br>B) OpenVPN or IKEv2 tunnel with RADIUS authentication<br>C) Azure certificate authentication only","B) OpenVPN or IKEv2 tunnel with RADIUS authentication","OpenVPN and IKEv2 support RADIUS authentication integrating with on-premises AD via NPS. SSTP supports RADIUS but less flexible than OpenVPN. Certificate authentication doesn't integrate with AD credentials.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/vpn-gateway/point-to-site-about#authentication"">P2S authentication methods</a>",AZ-700 Connectivity P2SRadius
"Remote users require Always On VPN with automatic connection when connected to corporate network. Which Azure P2S VPN feature and client configuration enables this?<br><br>A) Manual VPN connection requiring user initiation<br>B) Always On VPN profile with device tunnel and traffic filters<br>C) Site-to-site VPN for users","B) Always On VPN profile with device tunnel and traffic filters","Always On VPN configures automatic connection with device tunnel for pre-login connectivity and user tunnel for authenticated access, using traffic filters for selective routing. Manual connection doesn't provide automatic connectivity. S2S VPN connects sites, not individual users.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/vpn-gateway/vpn-gateway-howto-always-on-device-tunnel"">Always On VPN</a>",AZ-700 Connectivity AlwaysOnVPN
"Your organization requires ExpressRoute with 10 Gbps bandwidth and 99.95% SLA. Standard ExpressRoute tier maximum is 10 Gbps but you need higher throughput capacity. Which ExpressRoute option provides 100 Gbps capacity?<br><br>A) Multiple standard ExpressRoute circuits<br>B) ExpressRoute Direct with 100 Gbps port<br>C) ExpressRoute is limited to 10 Gbps","B) ExpressRoute Direct with 100 Gbps port","ExpressRoute Direct provides dedicated 10 Gbps or 100 Gbps physical ports directly connected to Microsoft network, bypassing standard circuit limitations. Multiple standard circuits don't provide single high-bandwidth connection. ExpressRoute supports up to 100 Gbps via Direct.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/expressroute/expressroute-erdirect-about"">ExpressRoute Direct</a>",AZ-700 Connectivity ExpressRouteDirect
"An ExpressRoute circuit connects to Azure via private peering. You need to access Microsoft 365 and Dynamics 365 over same circuit without internet breakout. Which peering type enables Microsoft cloud service access?<br><br>A) Private peering only can access all Microsoft services<br>B) Microsoft peering for Microsoft 365 and public cloud services<br>C) No solution, internet required","B) Microsoft peering for Microsoft 365 and public cloud services","Microsoft peering enables access to Microsoft public cloud services (M365, Dynamics 365, Azure public IPs) over ExpressRoute. Private peering only accesses Azure private IP space. Both peerings can coexist on single circuit.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/expressroute/expressroute-circuit-peerings"">ExpressRoute peerings</a>",AZ-700 Connectivity ExpressRoutePeering
"Your ExpressRoute circuit requires connecting VNets across different Azure regions to on-premises with optimal latency. Which ExpressRoute feature enables cross-region connectivity without multiple circuits?<br><br>A) Single ExpressRoute circuit limited to one region<br>B) ExpressRoute Global Reach connecting remote locations<br>C) Multiple ExpressRoute circuits required per region","B) ExpressRoute Global Reach connecting remote locations","ExpressRoute Global Reach connects circuits in different regions enabling private connectivity between remote locations through Microsoft global network. Single circuit can connect multiple regional VNets. Multiple circuits can also work but Global Reach optimizes multi-region scenarios.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/expressroute/expressroute-global-reach"">ExpressRoute Global Reach</a>",AZ-700 Connectivity GlobalReach
"An application requires ultra-low latency to Azure VMs over ExpressRoute. Standard ExpressRoute routing adds slight latency. Which feature bypasses ExpressRoute gateway reducing latency?<br><br>A) ExpressRoute standard routing through gateway<br>B) ExpressRoute FastPath bypassing gateway<br>C) Latency cannot be reduced further","B) ExpressRoute FastPath bypassing gateway","FastPath sends data traffic directly to VMs bypassing ExpressRoute gateway, reducing latency for performance-critical workloads. Standard routing through gateway adds slight latency. FastPath optimizes data path while control plane still uses gateway.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/expressroute/about-fastpath"">ExpressRoute FastPath</a>",AZ-700 Connectivity FastPath
"ExpressRoute circuit requires encrypting traffic between on-premises and Azure over private peering. Which encryption method secures ExpressRoute private peering traffic?<br><br>A) ExpressRoute native encryption not supported<br>B) IPsec VPN over ExpressRoute private peering (MACsec for link layer)<br>C) Encryption not needed for private peering","B) IPsec VPN over ExpressRoute private peering (MACsec for link layer)","IPsec over ExpressRoute or MACsec for ExpressRoute Direct encrypts traffic over private peering. ExpressRoute itself doesn't encrypt by default. Private peering alone doesn't guarantee encryption meeting security requirements.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/expressroute/expressroute-about-encryption"">ExpressRoute encryption</a>",AZ-700 Connectivity ExpressRouteEncryption
"An ExpressRoute connection shows intermittent packet loss. Bidirectional Forwarding Detection (BFD) should monitor link health and detect failures faster. How is BFD implemented on ExpressRoute?<br><br>A) BFD not supported on ExpressRoute<br>B) BFD automatically enabled on ExpressRoute circuits<br>C) Manual BFD configuration required","B) BFD automatically enabled on ExpressRoute circuits","BFD is automatically enabled on ExpressRoute private peering providing fast failure detection (sub-second). No manual configuration needed. BFD improves convergence time during network failures.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/expressroute/expressroute-bfd"">ExpressRoute BFD</a>",AZ-700 Connectivity BFD
"Your organization deploys Azure Virtual WAN connecting 50 branch offices and 10 VNets across regions. Which Virtual WAN SKU provides global transit connectivity with inter-hub routing?<br><br>A) Basic Virtual WAN limited to single region<br>B) Standard Virtual WAN with global transit architecture<br>C) Virtual WAN doesn't support multiple regions","B) Standard Virtual WAN with global transit architecture","Standard Virtual WAN enables global transit architecture with any-to-any connectivity across hubs, VNets, and branches. Basic Virtual WAN supports only site-to-site VPN without inter-hub routing. Virtual WAN specifically designed for multi-region scenarios.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-wan/virtual-wan-about#basicstandard"">Virtual WAN SKUs</a>",AZ-700 Connectivity VirtualWAN
"A Virtual WAN hub requires VPN gateway supporting 1,000 site-to-site connections with 20 Gbps aggregate throughput. Which scale unit configuration meets these requirements?<br><br>A) 1 scale unit (500 Mbps)<br>B) 40 scale units (20 Gbps aggregate)<br>C) Scale units don't affect throughput","B) 40 scale units (20 Gbps aggregate)","Virtual WAN VPN gateway scale units determine aggregate throughput (500 Mbps per unit). 20 Gbps requires 40 scale units. Connection count supported depends on scale units. Scale units directly impact gateway capacity and cost.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-wan/gateway-settings"">Virtual WAN gateway scale</a>",AZ-700 Connectivity VWANScaling
"Virtual WAN hub requires integrating third-party network virtual appliance for traffic inspection. Which Virtual WAN feature enables NVA integration within hub?<br><br>A) NVA cannot integrate with Virtual WAN<br>B) Virtual WAN NVA integration routing traffic through third-party appliance<br>C) Separate VNet with NVA only","B) Virtual WAN NVA integration routing traffic through third-party appliance","Virtual WAN supports third-party NVA deployment in hub with routing integration enabling traffic inspection for hub-connected resources. NVAs fully integrate with Virtual WAN. Separate VNet defeats centralized Virtual WAN architecture.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-wan/about-nva-hub"">NVA in Virtual WAN</a>",AZ-700 Connectivity VWANNVAIntegration
"Your organization connects 4 ExpressRoute circuits in different regions. Each circuit is 10 Gbps. One circuit fails. Which routing configuration ensures traffic automatically uses remaining circuits without manual intervention?<br><br>A) Static routes requiring manual failover<br>B) BGP with AS path prepending or local preference for automatic failover<br>C) No redundancy configuration possible","B) BGP with AS path prepending or local preference for automatic failover","BGP dynamically reroutes traffic through available paths using path attributes (AS path prepending, local preference, MED) providing automatic failover without manual intervention. Static routes require manual updates. ExpressRoute BGP enables resilient multi-circuit deployments.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/expressroute/designing-for-disaster-recovery-with-expressroute-privatepeering"">ExpressRoute redundancy</a>",AZ-700 Connectivity ExpressRouteRedundancy
"A virtual network gateway for site-to-site VPN shows BGP peer status as disconnected. Diagnosis reveals BGP ASN mismatch between Azure and on-premises. What ASN range is valid for Azure VPN Gateway custom ASN?<br><br>A) Only Azure default ASN 65515<br>B) Valid BGP ASN ranges 64512-65534 (private) or registered public ASN<br>C) Any 32-bit number","B) Valid BGP ASN ranges 64512-65534 (private) or registered public ASN","Azure VPN Gateway supports custom BGP ASN using private ASN ranges (64512-65534) or registered public ASN. Reserved ASNs (65515, 65517) used by Azure. 32-bit ASN requires specific configuration.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/vpn-gateway/bgp-overview#faq"">BGP ASN requirements</a>",AZ-700 Connectivity BGPASN
"Point-to-Site VPN users report intermittent disconnections every 12 hours requiring manual reconnection. Which P2S setting adjustment extends session duration?<br><br>A) Default session timeout cannot be adjusted<br>B) Configure extended idle timeout in VPN gateway P2S configuration<br>C) Increase VPN gateway SKU","B) Configure extended idle timeout in VPN gateway P2S configuration","P2S VPN idle timeout configuration extends session duration before automatic disconnection. Default timeout may be too short for long-running sessions. SKU doesn't affect session timeouts.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/vpn-gateway/point-to-site-about"">P2S configuration</a>",AZ-700 Connectivity P2SSessionTimeout
"An ExpressRoute circuit advertises 200+ routes from on-premises exceeding Azure VNet route limits. Which route optimization prevents route limit issues while maintaining connectivity?<br><br>A) Random route removal<br>B) Route summarization aggregating specific routes into summary routes<br>C) Disable BGP route advertisement","B) Route summarization aggregating specific routes into summary routes","Route summarization reduces advertised route count by aggregating specific prefixes into summary routes fitting within Azure limits without losing connectivity. Random removal creates connectivity issues. Disabling BGP breaks dynamic routing.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/expressroute/expressroute-optimize-routing"">ExpressRoute route optimization</a>",AZ-700 Connectivity RouteSummarization
"A multi-tier application requires distributing traffic across 50 backend VMs with session persistence to same VM for 10-minute duration. Which Load Balancer configuration achieves this?<br><br>A) Default 5-tuple hash distribution<br>B) Source IP affinity distribution mode with client IP persistence<br>C) No session persistence possible","B) Source IP affinity distribution mode with client IP persistence","Source IP affinity (session affinity) uses 2-tuple (source IP, destination IP) or 3-tuple (source IP, destination IP, protocol) hash ensuring same client connects to same backend maintaining session stickiness. Default 5-tuple may route sessions to different backends. Load Balancer supports multiple distribution modes.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/load-balancer/distribution-mode-concepts"">Load Balancer distribution modes</a>",AZ-700 ApplicationDelivery LoadBalancerAffinity
