Front,Back,Extra,Tags
"An app needs to detect faces in photos and estimate age, emotion, and whether the person is wearing glasses. Which Azure service provides these capabilities?<br><br>A) Azure AI Vision for general image analysis<br>B) Azure AI Face for facial detection and analysis<br>C) Azure Custom Vision for custom face models","B) Azure AI Face for facial detection and analysis. Azure AI Face detects human faces and analyzes facial attributes including age, emotion, accessories, facial landmarks, and identification.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/overview-identity"">Face Detection and Analysis</a>","Azure AI Face capabilities: Face detection (location/bounding box), Face attributes (age, emotion, glasses, facial hair, makeup), Face landmarks (27 points), Face recognition (identification/verification). Returns confidence scores. Emotions detected: happiness, sadness, anger, surprise, fear, contempt, disgust, neutral. AI Vision (option A) has basic face detection but limited attributes. Custom Vision (option C) is for training custom image models, not specialized face analysis. Consider responsible AI: obtain consent, avoid bias, handle sensitive data properly.",AI-900 ComputerVision FaceDetection
"What Azure AI service would you use to extract insights and metadata from videos, including scene detection, celebrities, keywords, and transcript generation?<br><br>A) Azure AI Vision for image analysis on video frames<br>B) Azure AI Video Indexer for comprehensive video analysis<br>C) Azure Media Services for video streaming","B) Azure AI Video Indexer for comprehensive video analysis. Video Indexer extracts rich insights from videos including faces, speakers, transcripts, keywords, scene changes, brand mentions, and emotions.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/azure-video-indexer/video-indexer-overview"">Video Indexer Overview</a>","Video Indexer provides 25+ insights: transcription (speech-to-text), translation, face detection, celebrity recognition, keyword extraction, sentiment analysis, topics, scene segmentation, OCR in video, brand detection, content moderation. AI Vision (option A) analyzes still images. Media Services (option C) handles video encoding/streaming, not AI analysis. Supports 50+ languages. Outputs timeline with searchable insights. Use cases: media libraries, content moderation, accessibility (captions), e-learning. Portal and REST API available.",AI-900 ComputerVision VideoAnalysis
"A global e-commerce site needs to translate product descriptions from English into 50 languages. Which Azure AI capability should be used?<br><br>A) Azure AI Translator for text translation<br>B) Azure AI Language for sentiment analysis<br>C) Azure AI Speech for speech translation","A) Azure AI Translator for text translation. Azure AI Translator provides text translation across 100+ languages, supporting both real-time and batch document translation.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/translator/translator-overview"">Azure Translator Overview</a>","Azure Translator supports 130+ languages for text translation. Capabilities: real-time translation (Translator API), document translation (preserves formatting), custom translation (domain-specific). AI Language (option B) analyzes text but doesn't translate. AI Speech (option C) translates speech audio. Translator features: language detection, transliteration, dictionary lookup, bilingual examples. Custom Translator trains domain-specific models with your terminology. Supports batch translation for large documents maintaining layout/formatting.",AI-900 NLP Translation
"An AI chatbot needs to understand user intents like ""book a flight"", ""cancel reservation"", ""check flight status"" and extract key information like destinations and dates. What Azure capability enables this?<br><br>A) Conversational Language Understanding (CLU)<br>B) Azure AI Translator for language support<br>C) Text Analytics for sentiment only","A) Conversational Language Understanding (CLU). CLU analyzes user utterances to identify intents (what user wants to do) and extract entities (key information like dates, locations, names).<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/conversational-language-understanding/overview"">CLU Overview</a>","CLU (formerly LUIS) provides: Intent recognition (user's goal), Entity extraction (dates, locations, names), Multiple language support. You define intents and train with example utterances. Translator (option B) only converts languages. Text Analytics sentiment (option C) determines emotion, not intent. CLU returns intent name, confidence score, and extracted entities. Integrates with Azure Bot Service for chatbots. Example: utterance ""Book flight to Paris on May 15"" → Intent: BookFlight, Entities: Destination=Paris, Date=May 15. Requires 10-15 training examples per intent.",AI-900 NLP IntentRecognition
"A document processing application needs to identify and extract names of people, organizations, locations, and dates from contracts. What Azure AI Language capability should be used?<br><br>A) Key phrase extraction for important topics<br>B) Named Entity Recognition (NER) for identifying entities<br>C) Sentiment analysis for document tone","B) Named Entity Recognition (NER) for identifying entities. NER identifies and categorizes named entities in text such as people, organizations, locations, dates, quantities, and other predefined types.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/named-entity-recognition/overview"">Named Entity Recognition</a>","NER extracts entities with categories: Person, Organization, Location, DateTime, Quantity, PersonType, Event, Product, Skill, Address, Phone, Email, URL, IP address. Returns entity text, category, confidence score. Key phrase extraction (option A) finds important topics but doesn't categorize entities. Sentiment analysis (option C) determines emotion. NER also supports custom entity types. Use cases: contract analysis, content classification, search indexing, PII detection (personally identifiable information). Supports 10+ languages. Part of Azure AI Language service.",AI-900 NLP EntityRecognition
"Customer service managers want to automatically determine if customer emails are positive, negative, or neutral. Which Azure AI Language feature should they use?<br><br>A) Language detection to identify the email language<br>B) Sentiment analysis to determine emotional tone<br>C) Key phrase extraction to find main topics","B) Sentiment analysis to determine emotional tone. Sentiment analysis evaluates text and returns sentiment labels (positive, negative, neutral, mixed) with confidence scores for the overall document and individual sentences.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/sentiment-opinion-mining/overview"">Sentiment Analysis</a>","Sentiment analysis outputs: Document-level sentiment (overall tone), Sentence-level sentiment (granular analysis), Confidence scores (0-1 for each sentiment). Also provides opinion mining (aspect-based sentiment). Language detection (option A) identifies language but not sentiment. Key phrases (option C) extract topics, not emotion. Use cases: customer feedback analysis, social media monitoring, brand reputation. Supports 100+ languages. Returns positive/negative/neutral/mixed. Works on various text types: reviews, tweets, emails, support tickets.",AI-900 NLP SentimentAnalysis
"A voice assistant application needs to convert spoken user commands into text for processing. What Azure AI Speech capability is required?<br><br>A) Speech-to-text for speech recognition<br>B) Text-to-speech for speech synthesis<br>C) Speech translation for language conversion","A) Speech-to-text for speech recognition. Speech-to-text (speech recognition) converts spoken audio into text, enabling voice commands, transcription, and voice-enabled applications.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/speech-service/speech-to-text"">Speech-to-Text Overview</a>","Speech-to-text transcribes audio to text. Supports 100+ languages, real-time and batch transcription. Features: speaker diarization (who spoke when), custom models for domain terminology, profanity filtering, punctuation. Text-to-speech (option B) does the opposite (text→audio). Speech translation (option C) converts between languages. Use cases: voice assistants, meeting transcription, call center analytics, accessibility (captions). Custom Speech improves accuracy for accents, background noise, specialized vocabulary. Supports streaming for real-time scenarios.",AI-900 Speech SpeechToText
"A mobile app needs to read text content aloud to users with visual impairments. Which Azure AI Speech capability should be implemented?<br><br>A) Speech-to-text to convert audio to text<br>B) Text-to-speech to synthesize spoken audio<br>C) Custom Neural Voice for unique voice creation","B) Text-to-speech to synthesize spoken audio. Text-to-speech (TTS) converts written text into natural-sounding spoken audio, enabling applications to ""speak"" content to users.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/speech-service/text-to-speech"">Text-to-Speech Overview</a>","Text-to-speech generates audio from text. Features: Neural voices (natural-sounding), 100+ languages and voices, SSML (Speech Synthesis Markup Language) for pronunciation/prosody control, custom voices. Speech-to-text (option A) is the reverse direction. Custom Neural Voice (option C) creates unique branded voices but requires significant data. Use cases: accessibility, audiobooks, navigation apps, IVR systems. SSML controls: speaking rate, pitch, volume, emphasis, pauses, pronunciation. Standard vs Neural voices: Neural sound more natural. Real-time and long-form audio synthesis supported.",AI-900 Speech TextToSpeech
"What type of AI model generates new content like text, images, or code based on learned patterns from training data?<br><br>A) Discriminative model that classifies existing data<br>B) Generative model that creates new content<br>C) Interpretive model that explains data patterns","B) Generative model that creates new content. Generative AI models learn patterns from training data and use that knowledge to create new, original content including text, images, code, and other media.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models"">Generative AI Models</a>","Generative AI creates new content vs. discriminative AI which classifies/predicts. Types of generative models: GPT (text generation), DALL-E (image generation), Codex (code generation), stable diffusion (images). Based on Transformer architecture. Discriminative models (option A) categorize existing data. Interpretive models (option C) aren't a standard AI category. Generative AI capabilities: content creation, conversation, summarization, code completion, translation. Foundation models (large-scale pretrained models) enable few-shot/zero-shot learning. Examples: ChatGPT, GPT-4, Copilot.",AI-900 GenerativeAI Concepts
"Which neural network architecture is the foundation for modern large language models like GPT and enables them to understand context through attention mechanisms?<br><br>A) Convolutional Neural Networks (CNN)<br>B) Transformer architecture<br>C) Recurrent Neural Networks (RNN)","B) Transformer architecture. Transformers use self-attention mechanisms to process sequences in parallel, understanding relationships between words regardless of distance, making them ideal for language models.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models#gpt-4-models"">Transformer Models</a>","Transformer introduced in ""Attention is All You Need"" paper (2017). Key component: self-attention mechanism weighs importance of different words in context. Processes entire sequence in parallel (vs sequential RNN processing). CNNs (option A) excel at spatial patterns in images. RNNs (option C) were previous standard for sequences but slower. Transformers power: GPT (decoder-only), BERT (encoder-only), T5 (encoder-decoder). Enables large language models (billions of parameters). Attention mechanism allows model to focus on relevant context when generating each word.",AI-900 GenerativeAI Transformers
"A company wants to use generative AI but needs to ensure it doesn't generate harmful, biased, or inappropriate content. Which responsible AI consideration is most critical?<br><br>A) Maximizing model size for better performance<br>B) Implementing content filtering and moderation<br>C) Reducing inference latency for faster responses","B) Implementing content filtering and moderation. Content filtering detects and blocks harmful content (hate speech, violence, self-harm, sexual content) in both prompts and outputs, ensuring responsible AI usage.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/content-filter"">Content Filtering</a>","Responsible generative AI includes: Content filtering (harmful content detection), Groundedness checks (factual accuracy), Bias mitigation, Transparency (disclosing AI use), Human oversight. Model size (option A) doesn't ensure safety. Latency (option C) is performance, not safety. Azure OpenAI includes built-in content filters: severity levels (safe, low, medium, high), customizable thresholds, applies to prompts and completions. Categories: hate, sexual, violence, self-harm. Additional safeguards: jailbreak detection, protected material detection, prompt shields against attacks.",AI-900 GenerativeAI ResponsibleAI
"What Azure service provides access to OpenAI models like GPT-4 and DALL-E with enterprise-grade security and compliance?<br><br>A) Azure OpenAI Service<br>B) Azure Machine Learning<br>C) Azure AI Language","A) Azure OpenAI Service. Azure OpenAI provides REST API access to OpenAI's powerful models with Azure's security, compliance, and regional availability.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/overview"">Azure OpenAI Service Overview</a>","Azure OpenAI includes: GPT-4/GPT-3.5 (text generation), GPT-4V (vision), DALL-E (image generation), Whisper (speech-to-text), text-embedding models. Benefits over OpenAI directly: private endpoints, managed identity, regional deployment, SLA, compliance (HIPAA, SOC 2), content filtering, abuse monitoring. Azure ML (option B) trains custom models. AI Language (option C) is for prebuilt NLP tasks. Features: chat completion API, streaming responses, function calling, fine-tuning, prompt engineering. Use cases: chatbots, content generation, code assistance, summarization, translation.",AI-900 GenerativeAI AzureOpenAI
"In Azure AI Foundry, what is the primary purpose of the model catalog?<br><br>A) To store your organization's private datasets<br>B) To provide access to various pretrained AI models for deployment<br>C) To train custom models from scratch","B) To provide access to various pretrained AI models for deployment. The model catalog is a curated collection of foundation models and open-source models from Microsoft, OpenAI, Hugging Face, and other providers that you can evaluate and deploy.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-studio/how-to/model-catalog-overview"">Model Catalog Overview</a>","Azure AI Foundry (formerly Azure AI Studio) model catalog includes: OpenAI models (GPT-4, GPT-3.5, DALL-E), open-source models (Llama, Mistral, Phi), Azure AI models (language, vision, speech). Features: model comparison, evaluation playground, deployment options, license information. Datasets (option A) are stored elsewhere. Training from scratch (option C) is done in Azure ML. Model catalog enables: quick experimentation, comparing models, fine-tuning pretrained models, deploying to endpoints. Filter by task (chat, embeddings, vision), provider, license. Supports both managed compute and serverless API deployments.",AI-900 GenerativeAI ModelCatalog
"What Azure AI Foundry capability allows you to orchestrate complex AI workflows that chain together models, prompts, and custom code?<br><br>A) Model deployments for serving models<br>B) Prompt flow for designing AI workflows<br>C) Datasets for storing training data","B) Prompt flow for designing AI workflows. Prompt flow provides a visual designer and SDK for building, testing, and deploying AI applications by orchestrating LLMs, prompts, Python code, and Azure AI services into workflows.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-studio/how-to/prompt-flow"">Prompt Flow Overview</a>","Prompt flow enables: Visual DAG (directed acyclic graph) workflow design, Connecting LLM calls with prompts, Integrating custom Python/code, Chaining multiple steps, Testing and debugging, Evaluation with metrics, Version control, Deployment to endpoints. Model deployments (option A) serve individual models. Datasets (option C) store data. Prompt flow use cases: RAG (retrieval augmented generation), question answering with context, multi-step reasoning, integration with external APIs. Built-in tracing for debugging. Supports collaborative development and CI/CD integration.",AI-900 GenerativeAI PromptFlow
"A generative AI application frequently produces factually incorrect information (hallucinations). Which technique helps ground responses in your organization's data?<br><br>A) Increasing model temperature for more creative responses<br>B) Implementing Retrieval Augmented Generation (RAG)<br>C) Fine-tuning the model with historical conversations","B) Implementing Retrieval Augmented Generation (RAG). RAG retrieves relevant information from your data sources and includes it in the prompt context, grounding the model's responses in factual data.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/search/retrieval-augmented-generation-overview"">RAG Overview</a>","RAG pattern: 1) User query → 2) Retrieve relevant docs from knowledge base → 3) Include docs in prompt context → 4) LLM generates grounded response. Reduces hallucinations by providing factual context. Higher temperature (option A) increases creativity but worsens accuracy. Fine-tuning (option C) is expensive and requires retraining. RAG benefits: up-to-date information, citeable sources, no retraining needed, works with proprietary data. Typically uses Azure AI Search for retrieval with vector/semantic search. Combine with prompt engineering (""answer only using provided context"").",AI-900 GenerativeAI RAG
"What Azure service helps detect and extract structured information from forms and documents including invoices, receipts, and identity documents?<br><br>A) Azure AI Vision for general image analysis<br>B) Azure AI Document Intelligence for form processing<br>C) Azure AI Language for text analysis","B) Azure AI Document Intelligence for form processing. Document Intelligence (formerly Form Recognizer) extracts text, key-value pairs, tables, and structure from documents using OCR and machine learning.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/overview"">Document Intelligence Overview</a>","Document Intelligence provides: Prebuilt models (invoices, receipts, IDs, tax forms, health insurance cards), Custom models (train on your forms), Layout model (tables, structure), Read model (OCR). Extracts structured data with confidence scores. AI Vision (option A) has OCR but doesn't understand form structure. AI Language (option C) analyzes text, not documents. Use cases: invoice processing, receipt digitization, identity verification, contract management. Outputs JSON with extracted fields. Supports batch processing, Custom models need 5-10 training documents.",AI-900 DocumentIntelligence FormProcessing
"A self-driving car uses cameras to identify objects like pedestrians, vehicles, and traffic signs in real-time. What type of deep learning model is most suitable?<br><br>A) Recurrent Neural Networks for sequence processing<br>B) Convolutional Neural Networks for image recognition<br>C) Transformer models for language understanding","B) Convolutional Neural Networks for image recognition. CNNs are specialized neural networks designed to process grid-like data (images) by detecting spatial hierarchies and patterns through convolutional layers.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-deep-learning-vs-machine-learning"">Deep Learning Concepts</a>","CNNs excel at computer vision: image classification, object detection, segmentation. Architecture: convolutional layers (feature extraction), pooling layers (dimensionality reduction), fully connected layers (classification). RNNs (option A) handle sequential data (text, time-series). Transformers (option C) dominate NLP but are newer to vision (Vision Transformers). CNN advantages: translation invariance, parameter sharing, automatic feature learning. Famous architectures: ResNet, VGG, Inception, YOLO (object detection). CNNs detect edges → shapes → objects hierarchically. Requires labeled training data (supervised learning).",AI-900 DeepLearning CNN
"What is the main advantage of using pretrained foundation models compared to training models from scratch?<br><br>A) Foundation models require less computational resources and data for adaptation<br>B) Foundation models are smaller and faster than custom models<br>C) Foundation models don't require any fine-tuning","A) Foundation models require less computational resources and data for adaptation. Pretrained foundation models leverage knowledge learned from massive datasets, enabling effective task adaptation with minimal data through fine-tuning, prompt engineering, or few-shot learning.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-foundation-models"">Foundation Models</a>","Foundation models are pretrained on massive datasets (billions of parameters, terabytes of data). Benefits: transfer learning (knowledge reuse), few-shot learning (learn from examples), zero-shot learning (no task-specific training), reduced training cost/time. Foundation models (option B) are actually very large (GPT-4: 1T+ parameters). Some tasks need fine-tuning (option C). Examples: GPT-4, BERT, CLIP, SAM. Training from scratch costs millions and months. Foundation models enable democratization of AI. Adaptation techniques: prompt engineering, fine-tuning, RAG.",AI-900 GenerativeAI FoundationModels
"In a machine learning classification model, what does ""precision"" measure?<br><br>A) The percentage of all correct predictions<br>B) Of predictions labeled positive, what percentage were actually positive<br>C) Of all actual positive cases, what percentage were correctly identified","B) Of predictions labeled positive, what percentage were actually positive. Precision measures the accuracy of positive predictions: Precision = True Positives / (True Positives + False Positives).<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/how-to-understand-automated-ml-metrics"">Classification Metrics</a>","Precision = TP/(TP+FP) answers: ""When model says positive, is it correct?"". High precision = few false positives. Accuracy (option A) = (TP+TN)/Total. Recall (option C) = TP/(TP+FN) answers: ""Of actual positives, how many found?"". Example: Spam detection with high precision rarely marks legitimate emails as spam (few false positives). Trade-off: High precision often means lower recall. F1-score balances both. Use precision when false positives are costly. Confusion matrix shows TP, TN, FP, FN for full picture.",AI-900 MachineLearning Metrics
"What is ""overfitting"" in machine learning?<br><br>A) Model performs well on training data but poorly on new data<br>B) Model performs poorly on both training and test data<br>C) Model training takes too long to complete","A) Model performs well on training data but poorly on new data. Overfitting occurs when a model learns training data too well, including noise and peculiarities, failing to generalize to unseen data.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/machine-learning/concept-train-machine-learning-model#overfitting-and-underfitting"">Overfitting Concepts</a>","Overfitting: model memorizes training data instead of learning patterns. Signs: high training accuracy but low validation accuracy. Causes: too complex model, insufficient training data, too many features, too many training epochs. Poor performance on both (option B) is underfitting. Training time (option C) is unrelated. Prevention techniques: regularization (L1, L2), dropout, early stopping, cross-validation, more training data, simpler model architecture. Sweet spot: model complex enough to learn patterns but simple enough to generalize. Monitor validation loss during training to detect overfitting early.",AI-900 MachineLearning Overfitting
"Which Azure service provides prebuilt AI capabilities like speech-to-text, text-to-speech, translation, and vision without requiring machine learning expertise?<br><br>A) Azure Cognitive Services (Azure AI Services)<br>B) Azure Machine Learning for custom model training<br>C) Azure Databricks for data science workloads","A) Azure Cognitive Services (Azure AI Services). Cognitive Services provides prebuilt, pretrained AI models accessible via REST APIs and SDKs, enabling developers to add AI capabilities without ML expertise.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/what-are-ai-services"">Azure AI Services Overview</a>","Azure AI Services (formerly Cognitive Services) includes: Vision (image analysis, Face, Custom Vision), Language (text analytics, translation, CLU, QnA), Speech (STT, TTS, translation), Decision (Anomaly Detector, Content Safety), OpenAI. Benefits: prebuilt models, simple API calls, no training required, scalable, multi-service resources. Azure ML (option B) requires ML expertise for custom models. Databricks (option C) is for data engineering/science. Pricing: pay-per-transaction or commitment tiers. Free tiers available for testing. Single resource can access multiple APIs.",AI-900 AzureAI CognitiveServices
