Front,Back,Extra,Tags
"A financial application demands automatic failover to a secondary region if the primary region becomes unavailable. Which Azure architectural feature provides georedundancy for regional failures?<br><br>A) Availability sets within a datacenter<br>B) Azure region pairs with replication<br>C) Management groups for organizing subscriptions","B) Azure region pairs with replication","Region pairs provide regional redundancy with data replication to a secondary region for disaster recovery. Availability sets protect against datacenter-level failures within a region. Management groups organize subscriptions but don't provide redundancy.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/reliability/cross-region-replication-azure"">Azure region pairs</a>",AZ-900 Architecture RegionPairs
"Your organization has multiple departments requiring isolated billing, separate access controls, and independent resource quotas. Which Azure organizational component provides this logical boundary?<br><br>A) Resource groups within a single subscription<br>B) Separate Azure subscriptions per department<br>C) Virtual networks with network security groups","B) Separate Azure subscriptions per department","Subscriptions provide billing boundaries, independent access controls, and separate resource quotas. Resource groups organize resources within a subscription but share billing and quotas. VNets provide network isolation, not billing or access control boundaries.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/cloud-adoption-framework/ready/azure-setup-guide/organize-resources"">Azure subscription organization</a>",AZ-900 Architecture Subscriptions
"A global enterprise with 50 business units needs centralized policy enforcement for security standards while delegating cost management to each unit. Which Azure component enables this hierarchical governance?<br><br>A) Management groups with inherited policies<br>B) Network security groups with centralized rules<br>C) Resource locks preventing modifications","A) Management groups with inherited policies","Management groups provide hierarchical organization of subscriptions with policy inheritance, enabling centralized governance while allowing delegation. NSGs control network traffic, not organizational governance. Resource locks prevent changes but don't provide hierarchical policy inheritance.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/governance/management-groups/overview"">Azure management groups</a>",AZ-900 Architecture ManagementGroups
"Your web application needs to process customer requests with guaranteed response times during traffic spikes, automatically scaling from 2 to 50 instances. Which Azure compute service provides automatic scaling without VM management?<br><br>A) Azure Virtual Machines with manual scaling<br>B) Azure Virtual Machine Scale Sets with autoscale rules<br>C) Azure Container Instances with fixed replicas","B) Azure Virtual Machine Scale Sets with autoscale rules","Virtual Machine Scale Sets automatically scale VMs based on metrics while abstracting VM management overhead. Standard VMs require manual scaling. Container Instances don't provide built-in autoscaling with metric-based rules like VMSS.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-machine-scale-sets/overview"">Azure VMSS overview</a>",AZ-900 Compute VirtualMachines
"A development team needs to run event-driven code that executes only when storage blobs are uploaded, with zero cost during idle periods. Which compute service fits this serverless requirement?<br><br>A) Azure Virtual Machines with scheduled start/stop<br>B) Azure Functions with consumption plan<br>C) Azure Kubernetes Service with node autoscaling","B) Azure Functions with consumption plan","Azure Functions consumption plan charges only during execution with automatic scaling and zero cost when idle. VMs incur costs even when stopped (storage charges). AKS requires running nodes with associated costs even during low activity.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-functions/consumption-plan"">Azure Functions consumption plan</a>",AZ-900 Compute Serverless
"Your organization needs to provide 500 remote employees with Windows 11 desktops accessible from any device, with centralized management and security controls. Which Azure service delivers this virtualized desktop experience?<br><br>A) Azure Virtual Machines with RDP access per user<br>B) Azure Virtual Desktop with multi-session Windows 11<br>C) Azure App Service for hosting desktop applications","B) Azure Virtual Desktop with multi-session Windows 11","Azure Virtual Desktop provides multi-session Windows 11 desktops with centralized management, optimized for remote access. Individual VMs per user are cost-prohibitive. App Service hosts web applications, not full Windows desktops.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-desktop/overview"">Azure Virtual Desktop</a>",AZ-900 Compute VirtualDesktop
"Two Azure virtual networks in different regions need private connectivity without traversing the public internet, with minimal latency. Which networking feature enables this private network connection?<br><br>A) Virtual network peering across regions<br>B) Public IP addresses with VPN client<br>C) ExpressRoute to on-premises then back to Azure","A) Virtual network peering across regions","VNet peering provides private connectivity between virtual networks using Azure backbone network with low latency. Public IPs route traffic over internet. ExpressRoute connects on-premises to Azure, not efficient for VNet-to-VNet communication.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/virtual-network/virtual-network-peering-overview"">Azure VNet peering</a>",AZ-900 Networking VirtualNetworks
"Your on-premises datacenter requires a dedicated, private connection to Azure with predictable network performance and 10 Gbps bandwidth. Which Azure networking service provides this private connectivity?<br><br>A) Site-to-site VPN over public internet<br>B) ExpressRoute with private peering<br>C) Point-to-site VPN for individual connections","B) ExpressRoute with private peering","ExpressRoute provides dedicated private connectivity with predictable performance and high bandwidth. Site-to-site VPN uses public internet with variable performance. Point-to-site VPN is for individual user connections, not datacenter connectivity.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/expressroute/expressroute-introduction"">Azure ExpressRoute</a>",AZ-900 Networking ExpressRoute
"A web application backend in Azure needs to be accessible only from the front-end tier within the virtual network, never from the public internet. Which endpoint type ensures this private-only access?<br><br>A) Public endpoint with firewall rules<br>B) Private endpoint within the VNet<br>C) Service endpoint with VNet service tags","B) Private endpoint within the VNet","Private endpoints expose services exclusively within a VNet using private IP addresses, eliminating public internet exposure. Public endpoints with firewall rules still expose services to internet. Service endpoints secure traffic but services remain on public IPs.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/private-link/private-endpoint-overview"">Azure private endpoints</a>",AZ-900 Networking PrivateEndpoints
"Your company stores 200 TB of regulatory compliance documents that must be retained for 7 years but accessed less than once annually. Which Azure Storage tier minimizes costs for this archival scenario?<br><br>A) Hot tier with standard performance<br>B) Cool tier with infrequent access pricing<br>C) Archive tier with long-term retention pricing","C) Archive tier with long-term retention pricing","Archive tier offers lowest storage costs for data accessed less than twice per year with acceptable retrieval latency. Hot tier is for frequently accessed data. Cool tier is for infrequent access (monthly), not annual archival needs.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/storage/blobs/access-tiers-overview"">Azure Storage access tiers</a>",AZ-900 Storage StorageTiers
"A mission-critical application requires storage that can automatically failover to a secondary region with zero data loss if the primary region fails. Which Azure Storage redundancy option provides this synchronous geo-replication?<br><br>A) Locally redundant storage (LRS) with three copies<br>B) Geo-redundant storage (GRS) with async replication<br>C) Geo-zone-redundant storage (GZRS) with sync and async replication","C) Geo-zone-redundant storage (GZRS) with sync and async replication","GZRS combines zone-redundancy (synchronous within region) with geo-redundancy (asynchronous to secondary region), providing highest durability. LRS only protects within a datacenter. GRS provides geo-redundancy but without zone-level protection in primary region.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/storage/common/storage-redundancy"">Azure Storage redundancy options</a>",AZ-900 Storage Redundancy
"You need to migrate 80 TB of archival data from on-premises to Azure Blob Storage, but internet bandwidth is limited to 10 Mbps. Which Azure service enables physical data transfer via shipped storage appliance?<br><br>A) AzCopy over internet connection<br>B) Azure Data Box for offline data transfer<br>C) Azure File Sync for continuous replication","B) Azure Data Box for offline data transfer","Azure Data Box ships physical storage devices for offline data transfer when network bandwidth is insufficient. AzCopy requires network bandwidth. Azure File Sync is for ongoing file synchronization, not initial bulk migration of 80 TB.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/databox/data-box-overview"">Azure Data Box</a>",AZ-900 Storage Migration
"Your application authenticates users from multiple external identity providers including Google, Facebook, and on-premises Active Directory. Which Azure identity service federates these external identities?<br><br>A) Microsoft Entra ID with external identities<br>B) Microsoft Entra Domain Services with forest trusts<br>C) Azure Active Directory B2C for consumer identities","A) Microsoft Entra ID with external identities","Microsoft Entra ID (formerly Azure AD) supports external identities through federation with social and enterprise identity providers. Entra Domain Services provides domain join capabilities, not federation. B2C is consumer-focused but Entra ID handles broader external identity scenarios.<br><br>Reference: <a href=""https://learn.microsoft.com/entra/external-id/external-identities-overview"">Azure external identities</a>",AZ-900 Identity ExternalIdentities
"Users must authenticate with both password and smartphone verification before accessing sensitive financial data. Which Azure security feature enforces this second authentication factor?<br><br>A) Single sign-on (SSO) for seamless authentication<br>B) Multifactor authentication (MFA) requiring two factors<br>C) Conditional Access policies based on device compliance","B) Multifactor authentication (MFA) requiring two factors","MFA requires two or more verification methods (password + phone), strengthening authentication security. SSO provides convenience but doesn't enforce multiple factors. Conditional Access enforces access policies but doesn't inherently require multiple authentication factors.<br><br>Reference: <a href=""https://learn.microsoft.com/entra/identity/authentication/concept-mfa-howitworks"">Azure MFA</a>",AZ-900 Identity Authentication
"Access to production databases should be granted based on job role rather than individual user assignments, simplifying permission management. Which Azure access control mechanism implements this role-based approach?<br><br>A) Shared access signatures (SAS) with delegation<br>B) Azure role-based access control (RBAC) with role assignments<br>C) Network security groups (NSGs) restricting IP addresses","B) Azure role-based access control (RBAC) with role assignments","Azure RBAC assigns permissions through roles (Contributor, Reader, Owner) rather than individual grants, simplifying management. SAS tokens provide resource-specific access, not role-based. NSGs control network traffic, not identity-based access.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/role-based-access-control/overview"">Azure RBAC</a>",AZ-900 Identity RBAC
"Your security policy requires verifying every access request based on user identity, device health, and location before granting access to resources. Which security approach implements this continuous verification?<br><br>A) Perimeter-based security with firewall rules<br>B) Zero Trust architecture with conditional verification<br>C) Defense-in-depth with layered security controls","B) Zero Trust architecture with conditional verification","Zero Trust assumes breach and verifies every access request using identity, device, location, and other signals. Perimeter-based security trusts internal network access. Defense-in-depth provides layers but doesn't inherently enforce continuous verification.<br><br>Reference: <a href=""https://learn.microsoft.com/security/zero-trust/zero-trust-overview"">Zero Trust security</a>",AZ-900 Security ZeroTrust
"You need unified visibility across Azure resources, AWS workloads, and on-premises servers for security recommendations and threat detection. Which Azure service provides this multi-cloud security management?<br><br>A) Azure Firewall for network traffic inspection<br>B) Microsoft Defender for Cloud for cloud security posture management<br>C) Azure Security Center classic for Azure-only monitoring","B) Microsoft Defender for Cloud for cloud security posture management","Microsoft Defender for Cloud provides unified security management across Azure, AWS, GCP, and on-premises with security recommendations and threat protection. Azure Firewall is network-specific. Security Center classic was Azure-only and is now Defender for Cloud.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/defender-for-cloud/defender-for-cloud-introduction"">Microsoft Defender for Cloud</a>",AZ-900 Security DefenderForCloud
"Your organization enforces a security strategy with multiple protective layers including network firewalls, application gateways, identity controls, and encryption. Which security principle describes this layered approach?<br><br>A) Defense-in-depth with multiple security layers<br>B) Zero Trust with continuous verification<br>C) Least privilege with minimal access rights","A) Defense-in-depth with multiple security layers","Defense-in-depth implements multiple security layers ensuring if one layer fails, others provide protection. Zero Trust focuses on continuous verification. Least privilege grants minimum necessary access but isn't inherently layered.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/security/fundamentals/defense-in-depth"">Defense-in-depth security</a>",AZ-900 Security DefenseInDepth
"An application requires conditional access that blocks sign-ins from unmanaged devices while allowing access from corporate-managed devices. Which Entra feature enforces these device-based access policies?<br><br>A) Microsoft Entra Domain Services with group policies<br>B) Microsoft Entra Conditional Access with device compliance<br>C) Azure RBAC with custom role definitions","B) Microsoft Entra Conditional Access with device compliance","Entra Conditional Access enforces policies based on conditions like device compliance, location, and risk level. Domain Services provides directory services but not conditional access policies. RBAC controls resource permissions, not conditional authentication.<br><br>Reference: <a href=""https://learn.microsoft.com/entra/identity/conditional-access/overview"">Entra Conditional Access</a>",AZ-900 Identity ConditionalAccess
"A legacy application requires traditional domain join and group policy management in Azure. Which Azure identity service provides these Active Directory Domain Services capabilities?<br><br>A) Microsoft Entra ID with cloud-only authentication<br>B) Microsoft Entra Domain Services with managed domain controllers<br>C) Azure RBAC with built-in roles","B) Microsoft Entra Domain Services with managed domain controllers","Entra Domain Services provides managed domain controllers supporting domain join, LDAP, and group policies for legacy applications. Entra ID is cloud-native without traditional AD capabilities. Azure RBAC controls resource access, not domain services.<br><br>Reference: <a href=""https://learn.microsoft.com/entra/identity/domain-services/overview"">Entra Domain Services</a>",AZ-900 Identity DomainServices
"Users should sign in once with corporate credentials and automatically access Office 365, Salesforce, and internal applications without re-entering passwords. Which authentication feature enables this seamless experience?<br><br>A) Multifactor authentication (MFA) for enhanced security<br>B) Single sign-on (SSO) for unified authentication<br>C) Passwordless authentication with biometrics","B) Single sign-on (SSO) for unified authentication","SSO allows users to authenticate once and access multiple applications without re-authentication. MFA enhances security but requires multiple factors. Passwordless eliminates passwords but doesn't inherently provide cross-application SSO.<br><br>Reference: <a href=""https://learn.microsoft.com/entra/identity/enterprise-apps/what-is-single-sign-on"">Azure SSO</a>",AZ-900 Identity SingleSignOn
"Your application experiences variable CPU usage ranging from 20% to 95% throughout the day. Management wants detailed cost recommendations to optimize spending. Which Azure tool provides cost optimization suggestions?<br><br>A) Azure Monitor for performance metrics<br>B) Azure Advisor for cost recommendations<br>C) Azure Cost Management for spending analysis","B) Azure Advisor for cost recommendations","Azure Advisor provides personalized best practice recommendations including cost optimization suggestions like rightsizing VMs. Azure Monitor tracks metrics but doesn't provide recommendations. Cost Management analyzes spending but Advisor provides actionable recommendations.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/advisor/advisor-cost-recommendations"">Azure Advisor cost recommendations</a>",AZ-900 Management Monitoring
"Before deploying new infrastructure, you need to estimate monthly costs for 10 VMs, 5 TB storage, and bandwidth usage. Which Azure tool provides cost forecasting before resource deployment?<br><br>A) Azure Cost Management for analyzing existing spending<br>B) Azure Pricing Calculator for estimating future costs<br>C) Azure Advisor for optimization recommendations","B) Azure Pricing Calculator for estimating future costs","Azure Pricing Calculator estimates costs for planned resources before deployment. Cost Management analyzes existing resource spending. Azure Advisor recommends optimizations for deployed resources, not cost estimation for planned deployments.<br><br>Reference: <a href=""https://azure.microsoft.com/pricing/calculator/"">Azure Pricing Calculator</a>",AZ-900 Management CostManagement
"Your finance team needs to allocate Azure spending across departments for chargeback reporting. Which Azure feature enables cost categorization and allocation tracking?<br><br>A) Resource groups for organizing related resources<br>B) Tags with department metadata for cost allocation<br>C) Management groups for subscription hierarchy","B) Tags with department metadata for cost allocation","Tags provide metadata for resources enabling cost allocation, chargeback, and filtering in Cost Management. Resource groups organize resources but don't provide cost allocation metadata. Management groups organize subscriptions but tags enable granular cost tracking.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/cost-management-billing/costs/cost-allocation-tags"">Azure cost allocation with tags</a>",AZ-900 Management CostManagement
"Your organization must prevent accidental deletion of production resources while allowing authorized updates to configurations. Which Azure feature prevents unintended deletions while permitting modifications?<br><br>A) Azure RBAC removing delete permissions<br>B) Resource locks with CanNotDelete setting<br>C) Azure Policy blocking delete operations","B) Resource locks with CanNotDelete setting","Resource locks with CanNotDelete prevent deletion while allowing updates. RBAC removing delete permissions prevents deletions but affects authorized users. Azure Policy can audit or deny but resource locks provide explicit deletion protection.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-resource-manager/management/lock-resources"">Azure resource locks</a>",AZ-900 Management Governance
"Your compliance team requires that all Azure storage accounts must use encryption and be tagged with a data classification label. Which Azure service enforces these organizational standards?<br><br>A) Azure Policy with built-in and custom policy definitions<br>B) Azure RBAC with read-only roles<br>C) Resource locks preventing changes","A) Azure Policy with built-in and custom policy definitions","Azure Policy enforces organizational standards through policy definitions that audit or deny non-compliant resources. RBAC controls access, not compliance standards. Resource locks prevent changes but don't enforce compliance requirements.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/governance/policy/overview"">Azure Policy</a>",AZ-900 Management Governance
"Your organization needs unified data governance across Azure, on-premises SQL databases, and third-party SaaS applications for data classification and lineage. Which Azure service provides this multi-source data governance?<br><br>A) Azure Policy for resource compliance<br>B) Microsoft Purview for data governance and cataloging<br>C) Azure Monitor for data observability","B) Microsoft Purview for data governance and cataloging","Microsoft Purview provides unified data governance across multi-cloud and on-premises environments with data discovery, classification, and lineage. Azure Policy governs resource configurations, not data. Azure Monitor tracks metrics, not data governance.<br><br>Reference: <a href=""https://learn.microsoft.com/purview/purview"">Microsoft Purview</a>",AZ-900 Management Governance
"Your infrastructure requires consistent deployment of standardized virtual networks across multiple subscriptions using declarative templates. Which Azure tool enables infrastructure-as-code deployments?<br><br>A) Azure Portal with manual resource creation<br>B) Azure Resource Manager (ARM) templates with JSON definitions<br>C) Azure Cloud Shell for running CLI commands","B) Azure Resource Manager (ARM) templates with JSON definitions","ARM templates define infrastructure as code using JSON, enabling consistent, repeatable deployments. Azure Portal is manual, not infrastructure-as-code. Cloud Shell executes commands but isn't declarative infrastructure-as-code.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-resource-manager/templates/overview"">ARM templates</a>",AZ-900 Management Deployment
"You need to manage Azure resources using command-line tools from a web browser without installing software locally. Which Azure service provides this browser-based shell experience?<br><br>A) Azure Portal GUI for point-and-click management<br>B) Azure Cloud Shell with embedded Bash and PowerShell<br>C) Azure DevOps pipelines for automated deployments","B) Azure Cloud Shell with embedded Bash and PowerShell","Azure Cloud Shell provides browser-based command-line access with pre-installed Azure CLI and PowerShell without local installation. Azure Portal is GUI-based. DevOps pipelines automate deployments but aren't interactive shells.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/cloud-shell/overview"">Azure Cloud Shell</a>",AZ-900 Management Tools
"Your organization manages servers across Azure, AWS, on-premises VMware, and physical datacenters. Management wants unified Azure management capabilities across all environments. Which Azure service extends Azure control plane to external resources?<br><br>A) Azure Monitor for multi-cloud monitoring<br>B) Azure Arc for unified resource management<br>C) Azure Migrate for workload migration","B) Azure Arc for unified resource management","Azure Arc extends Azure management and services to any infrastructure including on-premises, multi-cloud, and edge. Azure Monitor tracks metrics but doesn't extend management capabilities. Azure Migrate focuses on migration, not ongoing management.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-arc/overview"">Azure Arc</a>",AZ-900 Management HybridManagement
"Developers manually deploy Azure resources causing configuration drift and inconsistent environments. Management requires standardized, repeatable deployments. Which approach addresses this requirement?<br><br>A) Infrastructure as Code (IaC) with declarative templates<br>B) Manual deployments with detailed documentation<br>C) Azure Portal with saved resource configurations","A) Infrastructure as Code (IaC) with declarative templates","Infrastructure as Code uses declarative templates (ARM, Bicep, Terraform) ensuring consistent, version-controlled, repeatable deployments. Manual deployments with documentation still allow drift. Portal saved configurations aren't true IaC.<br><br>Reference: <a href=""https://learn.microsoft.com/devops/deliver/what-is-infrastructure-as-code"">Infrastructure as Code</a>",AZ-900 Management IaC
"Your application experiences intermittent performance issues. You need to collect, analyze, and visualize application telemetry including request rates, failure rates, and dependency tracking. Which Azure service provides this application performance monitoring?<br><br>A) Azure Service Health for platform status<br>B) Application Insights for application performance management<br>C) Azure Advisor for optimization recommendations","B) Application Insights for application performance management","Application Insights provides detailed application telemetry with request tracking, dependency mapping, and failure analysis. Service Health reports Azure platform status. Advisor provides recommendations but not real-time telemetry collection.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-monitor/app/app-insights-overview"">Application Insights</a>",AZ-900 Management Monitoring
"You need real-time alerts when virtual machine CPU exceeds 90% for 5 minutes, automatically triggering an email to operations. Which Azure service enables metric-based alerting with actions?<br><br>A) Azure Monitor alerts with action groups<br>B) Azure Service Health for incident notifications<br>C) Azure Advisor for performance recommendations","A) Azure Monitor alerts with action groups","Azure Monitor alerts trigger on metrics, logs, or activity with action groups executing notifications or automated responses. Service Health reports Azure platform issues, not resource metrics. Advisor provides recommendations but not real-time alerts.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-monitor/alerts/alerts-overview"">Azure Monitor alerts</a>",AZ-900 Management Monitoring
"Your management needs visibility into planned Azure maintenance, service incidents, and health advisories across all subscriptions. Which Azure service provides this platform health information?<br><br>A) Azure Monitor for resource metrics<br>B) Azure Service Health for platform status and incidents<br>C) Azure Advisor for best practice recommendations","B) Azure Service Health for platform status and incidents","Azure Service Health provides personalized service health information including planned maintenance, incidents, and advisories. Azure Monitor tracks resource metrics, not platform health. Advisor provides recommendations, not incident reporting.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/service-health/service-health-overview"">Azure Service Health</a>",AZ-900 Management ServiceHealth
"You need to query and analyze logs from 1000 VMs to identify security anomalies using custom queries. Which Azure service provides this log aggregation and querying capability?<br><br>A) Azure Monitor with Log Analytics workspace<br>B) Application Insights for application logs only<br>C) Azure Advisor for security recommendations","A) Azure Monitor with Log Analytics workspace","Log Analytics workspace collects and queries logs from multiple sources using Kusto Query Language (KQL). Application Insights focuses on application telemetry. Advisor provides recommendations but doesn't aggregate or query logs.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-monitor/logs/log-analytics-overview"">Azure Log Analytics</a>",AZ-900 Management Monitoring
"A startup deploys all resources in a single resource group. As the application grows, they need to organize resources by lifecycle, allowing separate deployment and deletion of frontend and backend components. What architectural change addresses this need?<br><br>A) Create multiple resource groups by component lifecycle<br>B) Use tags to logically separate resources<br>C) Deploy components in different Azure regions","A) Create multiple resource groups by component lifecycle","Resource groups define lifecycle boundaries enabling independent deployment, management, and deletion. Tags provide metadata but don't affect lifecycle management. Different regions address availability, not lifecycle organization.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-resource-manager/management/overview"">Azure resource groups</a>",AZ-900 Architecture ResourceGroups
"An enterprise with 500 subscriptions needs to enforce a policy requiring all resources to have an owner tag. The policy must apply automatically to new subscriptions. Which Azure feature provides this inherited policy governance?<br><br>A) Azure Policy assigned at management group level<br>B) Individual policy assignments per subscription<br>C) Resource group tags with inheritance","A) Azure Policy assigned at management group level","Management groups enable policy assignment that automatically inherits to all child subscriptions and resources. Individual subscription assignments require manual configuration per subscription. Resource tags don't enforce policies.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/governance/management-groups/overview"">Management group policy inheritance</a>",AZ-900 Architecture ManagementGroups
