Front,Back,Extra,Tags
"An e-commerce platform needs real-time translation of product reviews in 50+ languages while preserving sentiment and cultural context. Reviews must be translated asynchronously to minimize latency for users. How should you implement this?<br><br>A) Azure Translator Text API with custom translation models<br>B) Azure AI Language translation with document translation service<br>C) Azure OpenAI GPT-4 with translation prompts","B) Azure AI Language translation with document translation service. Document Translation supports asynchronous batch translation of 130+ languages with custom models, glossaries to preserve terminology, and maintains document formatting while being cost-effective at scale.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/translator/document-translation/overview"">Azure Document Translation</a>","Document Translation processes files asynchronously via blob storage integration, ideal for high volumes. It supports custom translation models for domain-specific terminology and glossaries to preserve brand terms. Real-time Translator API (option A) is better for synchronous, low-latency scenarios. GPT-4 translation is expensive at scale. Document Translation costs ~$10 per million characters (vs ~$15 for GPT-4). Use category parameters to optimize for e-commerce domain.",AI-102 NLP Translation
"A smart speaker application needs to convert voice commands to text with 95%+ accuracy for domain-specific terminology (medical terms). The solution must support real-time streaming and custom pronunciation. What Azure Speech feature should you implement?<br><br>A) Speech-to-text with phrase lists for domain terminology<br>B) Custom Speech model trained on domain-specific audio data<br>C) Neural text-to-speech with SSML pronunciation guides","B) Custom Speech model trained on domain-specific audio data. Custom Speech allows you to train models using domain-specific audio recordings and transcripts, significantly improving accuracy for specialized terminology, accents, and acoustic environments.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/speech-service/custom-speech-overview"">Custom Speech Overview</a>","Custom Speech improves WER (Word Error Rate) by 15-40% for domain-specific scenarios. Train using: 1) Audio + human-labeled transcripts, 2) Plain text for language model adaptation, 3) Pronunciation data. Phrase lists (option A) help but provide limited improvement (~5-10%). Custom Speech requires 1-10 hours of audio training data. It supports real-time streaming and batch transcription. Deploy custom models to speech endpoints and use the same API as base models.",AI-102 Speech CustomModels
"An AI agent built with Microsoft Agent Framework needs to dynamically decide between web search, database query, or calling specialized APIs based on user intent. The agent must explain its reasoning process. Which agent capability should you implement?<br><br>A) Function calling with LLM-driven tool selection<br>B) Deterministic routing based on keyword matching<br>C) Multi-agent orchestration with specialized sub-agents","A) Function calling with LLM-driven tool selection. Azure OpenAI function calling enables the model to intelligently decide which tools (functions) to invoke based on understanding user intent, and it can explain the reasoning for its choices, making it ideal for dynamic tool selection.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/function-calling"">Function Calling in Azure OpenAI</a>","Function calling (also called tools use) lets you define functions as JSON schemas. The LLM decides when to call functions based on the conversation context, handles parameter extraction, and can chain multiple function calls. It's more flexible than keyword routing (option B) and simpler than multi-agent orchestration for single-agent scenarios. The model returns function calls in the response; your code executes them and feeds results back. Supports parallel function calling in gpt-4 and gpt-3.5-turbo.",AI-102 AgenticSolution FunctionCalling
"A custom vision classification model trained in Azure AI Vision achieves 92% precision but only 65% recall on your test dataset. You need to improve recall without significantly impacting precision. What should you do?<br><br>A) Increase the probability threshold for classification predictions<br>B) Add more diverse training images for underrepresented classes<br>C) Reduce the number of classes in the model","B) Add more diverse training images for underrepresented classes. Low recall typically indicates the model is missing positive cases (false negatives). Adding more diverse examples of underrepresented classes helps the model learn better features and improves recall.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/custom-vision-service/getting-started-improving-your-classifier"">Improving Custom Vision Models</a>","Recall = TP/(TP+FN) measures how many actual positives are correctly identified. Add 50+ images per class with variations in angle, lighting, background, and occlusion. Increasing threshold (option A) would improve precision but hurt recall. Custom Vision needs 15-50+ images per tag minimum. Use negative images (backgrounds without objects) to reduce false positives. Review per-tag performance metrics to identify which classes need more data. Aim for balanced precision/recall using F1 score.",AI-102 ComputerVision ModelOptimization
"A conversational AI application using Azure OpenAI needs to maintain context across a 30-minute conversation with up to 100 turns while controlling costs. The model is GPT-4 with 128K token context window. Which strategy optimizes cost and performance?<br><br>A) Send the entire conversation history with every API call<br>B) Implement conversation summarization and store summary in context<br>C) Use session-based caching with separate storage","B) Implement conversation summarization and store summary in context. Periodically summarizing older conversation turns and replacing them with a concise summary maintains essential context while reducing token consumption and costs.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/chatgpt"">ChatGPT Application Patterns</a>","GPT-4 pricing is per-token: ~$30/1M input tokens, ~$60/1M output tokens. A 100-turn conversation could exceed 50K tokens. Strategy: Keep recent 10-15 turns + summarized history. Summarize every 20 turns using the model itself (""Summarize this conversation concisely""). Sending full history (option A) scales linearly with conversation length. Session caching doesn't reduce API token costs. Implement sliding window + summary for optimal cost (60-80% reduction) while maintaining context quality.",AI-102 GenerativeAI CostOptimization
"An Azure AI Search solution needs to extract custom entities (product SKUs, contract numbers) from unstructured documents during indexing. The patterns are complex and regex-based extraction is insufficient. How should you implement this?<br><br>A) Create a custom skill using Azure Functions with Azure AI Language entity recognition<br>B) Use built-in entity recognition skillset with custom entity definitions<br>C) Implement a cognitive skill with Azure Logic Apps","A) Create a custom skill using Azure Functions with Azure AI Language entity recognition. Custom skills allow you to extend the enrichment pipeline with custom logic, and Azure AI Language provides trainable entity recognition that can learn complex patterns beyond regex.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/search/cognitive-search-custom-skill-interface"">Custom Skills in Azure AI Search</a>","Custom skills are web APIs that conform to the enrichment interface. They receive a batch of records and return enriched data. Train a custom Named Entity Recognition (NER) model in Azure AI Language for your entities, deploy it, and call from Azure Functions. Built-in entity recognition (option B) only extracts predefined entity types (person, location, organization). Custom skills enable ML-based extraction, data validation, external API calls. Response must include values array matching input records array.",AI-102 KnowledgeMining CustomSkills
"A document processing workflow uses Azure Document Intelligence to extract data from receipts. The solution must handle multi-page receipts with inconsistent formatting and validate extracted totals. Which features should you use?<br><br>A) Prebuilt receipt model with General Document model fallback<br>B) Custom document model composed with multiple sub-models<br>C) Layout model with custom post-processing logic","B) Custom document model composed with multiple sub-models. Composed models allow you to train separate models for different receipt formats and let Document Intelligence automatically route documents to the appropriate model based on classification.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/concept-composed-models"">Composed Models in Document Intelligence</a>","Composed models can combine up to 100 custom models. Document Intelligence automatically classifies incoming documents and routes to the correct sub-model. Each sub-model handles a specific format variant. For validation, use confidence scores (>90% generally reliable) and implement business rules (e.g., LineItemsTotal = Sum of line items). Prebuilt receipt model (option A) works well for standard receipts but struggles with custom formats. Train each sub-model with 5-10 examples of each format variant.",AI-102 DocumentIntelligence ComposedModels
"Your language understanding application needs to detect user intents like ""BookFlight"" and extract entities like destinations and dates from utterances. The model must handle spelling variations and support continuous improvement. Which Azure AI Language capability should you use?<br><br>A) Conversational Language Understanding (CLU) with active learning<br>B) Question answering with multi-turn conversations<br>C) Custom named entity recognition with entity components","A) Conversational Language Understanding (CLU) with active learning. CLU (formerly LUIS) is designed for intent recognition and entity extraction from user utterances. Active learning suggests unlabeled utterances for review, enabling continuous model improvement.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/conversational-language-understanding/overview"">Conversational Language Understanding</a>","CLU supports intents (user goals) and entities (data extraction). It handles spelling variations through fuzzy matching and learned patterns. Active learning monitors prediction confidence and surfaces ambiguous cases for labeling. Train with 10-15 diverse utterances per intent. Use list entities for fixed values (cities), learned entities for patterns (dates). CLU replaced LUIS but offers better multilingual support (140+ languages). Question answering (option B) is for factoid/FAQ scenarios, not intent detection. Includes prebuilt components for common entities (datetimeV2, geography).",AI-102 NLP IntentRecognition
"A multi-modal AI application needs to analyze images and generate descriptive captions, then translate those captions into 10 languages while maintaining brand terminology. Which services should you combine?<br><br>A) Azure AI Vision Image Captioning + Azure Translator with custom glossaries<br>B) Azure OpenAI GPT-4 with Vision + built-in translation capabilities<br>C) Custom Vision + Azure AI Language translation service","A) Azure AI Vision Image Captioning + Azure Translator with custom glossaries. Image Captioning generates natural language descriptions of images, and Azure Translator with custom glossaries ensures brand terms are translated consistently across languages.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/computer-vision/concept-describing-images-40"">Azure AI Vision Image Captions</a>","Azure AI Vision Image Captioning uses state-of-the-art models to generate captions describing image content. Custom glossaries in Translator ensure terms like brand names, product SKUs remain consistent. GPT-4 Vision (option B) is more expensive for large-scale use. Image Captioning provides confidence scores and alternative captions. Typical pipeline: Image → Caption (""A person using a laptop"") → Translate with glossary → Localized captions. Supports dense captions (detailed region descriptions) and standard captions (overall scene description).",AI-102 ComputerVision MultiModal
"An Azure OpenAI deployment needs to control randomness in responses for a customer service chatbot. Technical support queries require consistent, deterministic answers while creative product recommendations need diversity. How should you configure the model parameters?<br><br>A) Set temperature=0.0 for support, temperature=0.9 for recommendations<br>B) Set top_p=0.1 for support, top_p=1.0 for recommendations<br>C) Set max_tokens higher for support, lower for recommendations","A) Set temperature=0.0 for support, temperature=0.9 for recommendations. Temperature controls randomness: 0 produces deterministic outputs (ideal for factual answers), while higher values (0.7-0.9) increase creativity and diversity (ideal for recommendations).<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/openai/how-to/completions"">Completion Parameters in Azure OpenAI</a>","Temperature ranges 0-2: 0=deterministic, 0.7=balanced, 1.5=creative. top_p (nucleus sampling) is an alternative to temperature; use one or the other, not both. For deterministic responses, set temperature=0 OR top_p close to 0. For creative responses, use temperature=0.8-0.9 OR top_p=0.9-1.0. Other key parameters: frequency_penalty (reduce repetition), presence_penalty (encourage new topics), max_tokens (response length). For production, start with temperature=0.3 for most tasks and adjust based on response quality.",AI-102 GenerativeAI ParameterTuning
"A speech-to-text solution must transcribe conference calls with multiple speakers, identify who said what, and handle cross-talk. The solution needs speaker identification without pre-training on speaker voices. Which Azure Speech feature should you use?<br><br>A) Batch transcription with speaker diarization enabled<br>B) Real-time transcription with conversation transcription API<br>C) Custom speech with speaker adaptation","B) Real-time transcription with conversation transcription API. Conversation Transcription provides speaker diarization (identifying ""who spoke when"") in real-time without requiring prior speaker enrollment or voice training, and handles overlapping speech.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/speech-service/how-to-use-conversation-transcription"">Conversation Transcription</a>","Conversation Transcription automatically identifies and separates speakers, assigning ""Guest-1"", ""Guest-2"" labels. It handles 2-10 speakers, cross-talk, and provides real-time results. Speaker diarization adds ~50ms latency. Batch transcription (option A) lacks real-time capability. For enhanced speaker identification with names, use Speaker Recognition API to enroll speakers first. Optimal audio: 16-48kHz, mono or multi-channel. Supports streaming protocols (WebSocket) for real-time scenarios. Accuracy improves with 8+ channel microphone arrays.",AI-102 Speech Diarization
"Your Azure AI Foundry project needs to evaluate the quality of generated outputs from multiple LLM models. You need metrics for relevance, groundedness, and coherence. Which evaluation approach should you implement?<br><br>A) Manual human evaluation with rating scales<br>B) Built-in prompt flow evaluation with AI-assisted metrics<br>C) Custom evaluation using BLEU and ROUGE scores","B) Built-in prompt flow evaluation with AI-assisted metrics. Azure AI Foundry provides built-in evaluation tools that use AI models to assess quality dimensions like groundedness, relevance, and coherence, enabling scalable and consistent evaluation.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-studio/how-to/evaluate-prompts"">Evaluate Prompts in Azure AI Foundry</a>","AI-assisted evaluation metrics include: Groundedness (factual accuracy vs source), Relevance (response addresses query), Coherence (logical flow), Fluency (language quality), Similarity (semantic similarity). These use GPT-4 to score outputs 1-5. Manual evaluation (option A) doesn't scale. BLEU/ROUGE (option C) are for translation/summarization, not general LLM evaluation. Azure AI Foundry supports A/B testing, batch evaluation, and custom metrics. Evaluation runs generate reports with aggregate statistics and per-sample scores for detailed analysis.",AI-102 GenerativeAI Evaluation
"A document search solution using Azure AI Search needs to index 5 million PDF documents with fast query response times (<100ms). Which index configuration optimizes performance?<br><br>A) Single partition with 3 replicas for read scaling<br>B) Multiple partitions (sharding) with 2 replicas for balanced distribution<br>C) Vector search with exhaustive KNN algorithm","B) Multiple partitions (sharding) with 2 replicas for balanced distribution. Partitions horizontally split the index across multiple search units, enabling parallel query execution. Combined with replicas for high availability, this optimizes both indexing throughput and query performance.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/search/search-capacity-planning"">Azure AI Search Capacity Planning</a>","Partitions divide index data (scale storage and throughput), replicas duplicate data (scale queries and availability). For 5M documents (~200GB), use 4+ partitions. Each partition handles a subset of documents, enabling parallel query processing. Single partition (option A) becomes a bottleneck. Standard tier supports up to 12 partitions and 12 replicas. Query latency = indexLatency + networkLatency. Replicas (2-3) ensure high availability (99.9% SLA). HNSW vector search (not exhaustive KNN) balances accuracy and speed. Right-size using: doc count, doc size, queries per second.",AI-102 KnowledgeMining Performance
"An AI solution needs content moderation for user-uploaded images that must detect violence, adult content, and custom organizational policy violations (company logos in restricted contexts). What combination of Azure services should you use?<br><br>A) Azure AI Vision image analysis with built-in content flags<br>B) Azure Content Safety with custom categories and Custom Vision<br>C) Azure AI Video Indexer content moderation capabilities","B) Azure Content Safety with custom categories and Custom Vision. Azure Content Safety provides comprehensive content moderation for images/text including violence and adult content detection, and custom categories let you define organization-specific policies. Combine with Custom Vision for specialized logo detection.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/content-safety/overview"">Azure Content Safety Overview</a>","Azure Content Safety analyzes images for: Hate (symbols/gestures), Self-Harm, Sexual, Violence with severity levels 0-6. Custom categories (blocklists, custom models) handle organization-specific rules. Train Custom Vision for logo detection in specific contexts. Content Safety supports real-time API (analyze-image) and streaming scenarios. AI Vision (option A) has basic adult content flags but lacks comprehensive moderation. Response includes severity scores per category, allowing threshold-based filtering. Combine with Prompt Shields for text-based attacks.",AI-102 ResponsibleAI ContentModeration
"A question-answering system built with Azure AI Language needs to handle follow-up questions that depend on previous context (""What is Azure Functions?"" followed by ""How does it scale?""). What feature should you implement?<br><br>A) Multi-turn conversation in question answering knowledge base<br>B) Conversational Language Understanding with context entities<br>C) Azure OpenAI with conversation history management","A) Multi-turn conversation in question answering knowledge base. Custom question answering supports multi-turn conversations by defining follow-up prompts and context-dependent answers, enabling natural conversational flows within the knowledge base.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/language-service/question-answering/how-to/multiturn"">Multi-turn Conversations in Question Answering</a>","Multi-turn enables context-aware Q&A by linking follow-up questions to parent questions. Define ""follow-up prompts"" that appear when the parent answer is returned. The system maintains conversational context using context IDs. Example: Q1: ""What is Azure?"" → A1 + prompts [""Tell me about VMs"", ""Explain Storage""]. Each prompt links to specific answers. This is simpler than managing conversation state manually with OpenAI (option C). Supports up to 5 levels of multi-turn depth. Test using ""Show prompts"" in Language Studio.",AI-102 NLP QuestionAnswering
"Your Azure AI Foundry prompt flow needs to be deployed to production with different configurations for dev, staging, and production environments. The flow includes connections to Azure OpenAI and Azure AI Search. How should you manage environment-specific configurations?<br><br>A) Create separate flows for each environment with hardcoded values<br>B) Use environment variables and connection references in the flow<br>C) Deploy to Azure ML workspace with pipeline parameters","B) Use environment variables and connection references in the flow. Prompt flow supports parameterization using environment variables and connection objects, allowing the same flow definition to work across environments with different endpoints and credentials.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-studio/how-to/prompt-flow-deploy"">Deploy Prompt Flow</a>","Connections in prompt flow reference Azure AI services (OpenAI, Search, etc.) by name, not hardcoded endpoints. Define connections per environment in AI Foundry. Environment variables handle parameters like temperature, model names. When deploying, specify environment and connection overrides. This enables: single flow definition, environment-agnostic code, secure credential management. Deploy flows as managed online endpoints or to Azure App Service. Separate flows per environment (option A) creates maintenance burden. Use deployment profiles for environment-specific settings.",AI-102 GenerativeAI Deployment
"An Azure Document Intelligence solution processes contracts with complex tables containing merged cells, nested headers, and multi-column layouts. The extraction must preserve table structure and cell relationships. Which capability should you use?<br><br>A) Table extraction in Layout model with cell relationships<br>B) Prebuilt document model general document analysis<br>C) Custom model with table labeling using Document Intelligence Studio","A) Table extraction in Layout model with cell relationships. The Layout model specifically handles complex table extraction including merged cells, row/column spans, and hierarchical headers while preserving structural relationships between cells.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/concept-layout"">Document Intelligence Layout Model</a>","Layout model detects tables with: Cell text, RowIndex, ColumnIndex, RowSpan, ColumnSpan, IsHeader properties. It handles merged cells, nested headers, borderless tables. Response includes table structure as JSON with cell coordinates and content. For even better accuracy on domain-specific tables, train a custom model using Layout as base. Layout model is the foundation for all other models. Also extracts selection marks (checkboxes), text lines, and reading order. Useful for forms, invoices, contracts. Custom tagging (option C) builds on Layout extraction.",AI-102 DocumentIntelligence LayoutAnalysis
"A voice assistant application needs to pronounce pharmaceutical drug names correctly and add appropriate pauses for emphasis. The solution must sound natural across 15 languages. Which Azure Speech capability should you use?<br><br>A) Neural text-to-speech with SSML markup<br>B) Custom voice model trained with pharmaceutical terminology<br>C) Speech synthesis with IPA phonetic notation","A) Neural text-to-speech with SSML markup. SSML (Speech Synthesis Markup Language) allows precise control over pronunciation using phonemes, prosody (speed, pitch, volume), emphasis, and pauses. Neural TTS provides natural-sounding voices in 70+ languages.<br><br>Reference: <a href=""https://learn.microsoft.com/en-us/azure/ai-services/speech-service/speech-synthesis-markup"">SSML in Azure Speech</a>","SSML elements: <phoneme> for pronunciation, <break> for pauses, <prosody> for rate/pitch/volume, <emphasis> for stress. Example: <phoneme alphabet=""ipa"" ph=""pəˈræsəˌtæmɔl"">paracetamol</phoneme>. Neural TTS voices sound more natural than standard voices. Custom voice (option B) requires substantial audio data (300+ utterances) and is costlier. SSML supports language switching mid-utterance with lang attribute. Available voices: Neural (latest, most natural), Neural HD (premium quality). Use <say-as> for dates, numbers, currencies.",AI-102 Speech SSML
